panel,family,n,arm,ms,min_ms,max_ms,queries
laws,clustered_integer,2000,mean_map,0.65725,0.5792,0.7561,6
laws,clustered_integer,2000,mean_ring,0.6193,0.56765,0.72955,6
laws,clustered_integer,2000,radix,0.5726,0.534,0.62925,6
laws,clustered_integer,2000,selected_grid,0.62445,0.54655,0.71975,6
laws,clustered_integer,2000,std_binary,1.1085,0.9935,1.20705,6
laws,clustered_near,2000,binary,0.429175,0.41375,0.47145,6
laws,clustered_near,2000,caliber,0.483375,0.46135,0.5152,6
laws,clustered_near,2000,degree4,0.465725,0.42095,0.4879,6
laws,clustered_near,2000,fourary,0.444925,0.40805,0.4824,6
laws,clustered_near,2000,max_maxdegree,0.3851,0.369,0.43365,6
laws,clustered_near,2000,mean_degree,0.40385,0.3715,0.43685,6
laws,clustered_near,2000,mean_map,0.444525,0.4206,0.51055,6
laws,clustered_near,2000,mean_ring,0.4409,0.4119,0.49215,6
laws,clustered_near,2000,selected_grid,0.414775,0.3615,0.4537,6
laws,clustered_near,2000,std_binary,0.462375,0.44215,0.51355,6
laws,clustered_scale,2000,binary,0.8176,0.79115,0.93905,6
laws,clustered_scale,2000,caliber,0.79765,0.76225,1.0095,6
laws,clustered_scale,2000,degree4,0.831875,0.81265,1.0022,6
laws,clustered_scale,2000,fourary,0.858575,0.82065,0.94755,6
laws,clustered_scale,2000,max_maxdegree,0.6308,0.6088,0.69955,6
laws,clustered_scale,2000,mean_degree,0.8579,0.8289,0.96845,6
laws,clustered_scale,2000,mean_map,0.571875,0.5454,0.67515,6
laws,clustered_scale,2000,mean_ring,0.537875,0.5187,0.6349,6
laws,clustered_scale,2000,selected_grid,0.540625,0.5301,0.5852,6
laws,clustered_scale,2000,std_binary,0.89685,0.87205,0.95725,6
laws,clustered_shuffle,2000,binary,0.739475,0.70845,0.7837,6
laws,clustered_shuffle,2000,caliber,0.725,0.69485,0.74585,6
laws,clustered_shuffle,2000,degree4,0.769175,0.73485,0.8159,6
laws,clustered_shuffle,2000,fourary,0.7582,0.72195,0.83425,6
laws,clustered_shuffle,2000,max_maxdegree,0.56005,0.5248,0.5878,6
laws,clustered_shuffle,2000,mean_degree,0.667775,0.63125,0.7094,6
laws,clustered_shuffle,2000,mean_map,0.551475,0.50525,0.59515,6
laws,clustered_shuffle,2000,mean_ring,0.528875,0.49055,0.57375,6
laws,clustered_shuffle,2000,selected_grid,0.525675,0.49115,0.55885,6
laws,clustered_shuffle,2000,std_binary,0.768325,0.7487,0.84275,6
laws,clustered_skew,2000,binary,0.584,0.5482,0.6198,6
laws,clustered_skew,2000,caliber,0.627775,0.5982,0.6817,6
laws,clustered_skew,2000,degree4,0.606125,0.56505,0.6645,6
laws,clustered_skew,2000,fourary,0.57475,0.5501,0.67435,6
laws,clustered_skew,2000,max_maxdegree,0.4934,0.4471,0.5301,6
laws,clustered_skew,2000,mean_degree,0.601025,0.5403,0.63165,6
laws,clustered_skew,2000,mean_map,0.49575,0.4556,0.536,6
laws,clustered_skew,2000,mean_ring,0.48545,0.4532,0.5042,6
laws,clustered_skew,2000,selected_grid,0.473925,0.43905,0.49575,6
laws,clustered_skew,2000,std_binary,0.613725,0.58475,0.64445,6
laws,clustered_uniform,2000,binary,0.788,0.76135,0.89295,6
laws,clustered_uniform,2000,caliber,0.77645,0.743,0.9342,6
laws,clustered_uniform,2000,degree4,0.8279,0.8042,0.9316,6
laws,clustered_uniform,2000,fourary,0.8543,0.81675,0.92325,6
laws,clustered_uniform,2000,max_maxdegree,0.632425,0.5893,0.7056,6
laws,clustered_uniform,2000,mean_degree,0.817975,0.78875,0.9342,6
laws,clustered_uniform,2000,mean_map,0.5619,0.52725,0.6222,6
laws,clustered_uniform,2000,mean_ring,0.521925,0.5063,0.616,6
laws,clustered_uniform,2000,selected_grid,0.5278,0.5112,0.58455,6
laws,clustered_uniform,2000,std_binary,0.855625,0.81145,0.9445,6
laws,clustered_zero,2000,binary,0.9269,0.80065,1.01875,6
laws,clustered_zero,2000,caliber,0.542475,0.50425,0.59675,6
laws,clustered_zero,2000,degree4,0.912125,0.84445,1.03165,6
laws,clustered_zero,2000,fourary,1.01345,0.8785,1.0433,6
laws,clustered_zero,2000,max_maxdegree,0.4548,0.4126,0.4786,6
laws,clustered_zero,2000,mean_degree,0.445475,0.4141,0.48445,6
laws,clustered_zero,2000,mean_map,0.587975,0.5295,0.62045,6
laws,clustered_zero,2000,mean_ring,0.58875,0.5335,0.64455,6
laws,clustered_zero,2000,selected_grid,0.486075,0.39325,0.52545,6
laws,clustered_zero,2000,std_binary,0.8831,0.80065,0.91595,6
laws,sparse_bimodal,2000,binary,0.395625,0.39185,0.4192,6
laws,sparse_bimodal,2000,caliber,0.331975,0.31845,0.35905,6
laws,sparse_bimodal,2000,degree4,0.44,0.4274,0.46875,6
laws,sparse_bimodal,2000,fourary,0.48335,0.4534,0.4965,6
laws,sparse_bimodal,2000,max_maxdegree,0.175025,0.1695,0.19195,6
laws,sparse_bimodal,2000,mean_degree,0.1862,0.1761,0.19145,6
laws,sparse_bimodal,2000,mean_map,0.18325,0.16885,0.19435,6
laws,sparse_bimodal,2000,mean_ring,0.188525,0.16935,0.1945,6
laws,sparse_bimodal,2000,radix,0.150275,0.1407,0.1521,6
laws,sparse_bimodal,2000,selected_grid,0.17485,0.16855,0.2018,6
laws,sparse_bimodal,2000,std_binary,0.33105,0.3201,0.35605,6
laws,sparse_integer,2000,binary,0.491,0.45405,0.5253,6
laws,sparse_integer,2000,caliber,0.414825,0.38655,0.4382,6
laws,sparse_integer,2000,degree4,0.526875,0.50805,0.5748,6
laws,sparse_integer,2000,fourary,0.63015,0.52895,0.67135,6
laws,sparse_integer,2000,max_maxdegree,0.310775,0.27645,0.32875,6
laws,sparse_integer,2000,mean_degree,0.316425,0.279,0.32985,6
laws,sparse_integer,2000,mean_map,0.268,0.23505,0.2905,6
laws,sparse_integer,2000,mean_ring,0.249175,0.21975,0.2792,6
laws,sparse_integer,2000,radix,0.289475,0.2549,0.33495,6
laws,sparse_integer,2000,selected_grid,0.2329,0.21275,0.2488,6
laws,sparse_integer,2000,std_binary,0.45465,0.43025,0.4896,6
laws,sparse_near,2000,binary,0.308825,0.29245,0.3494,6
laws,sparse_near,2000,caliber,0.30485,0.3037,0.3512,6
laws,sparse_near,2000,degree4,0.348825,0.3389,0.37735,6
laws,sparse_near,2000,fourary,0.306525,0.2961,0.35145,6
laws,sparse_near,2000,max_maxdegree,0.178125,0.16705,0.1984,6
laws,sparse_near,2000,mean_degree,0.180425,0.16615,0.19035,6
laws,sparse_near,2000,mean_map,0.2347,0.22605,0.2539,6
laws,sparse_near,2000,mean_ring,0.224725,0.2116,0.2453,6
laws,sparse_near,2000,selected_grid,0.16685,0.16015,0.17935,6
laws,sparse_near,2000,std_binary,0.291625,0.2858,0.31655,6
laws,sparse_scale,2000,binary,0.4092,0.3906,0.48355,6
laws,sparse_scale,2000,caliber,0.35535,0.3416,0.37965,6
laws,sparse_scale,2000,degree4,0.457975,0.44785,0.49785,6
laws,sparse_scale,2000,fourary,0.420625,0.39185,0.4711,6
laws,sparse_scale,2000,max_maxdegree,0.299025,0.27705,0.33835,6
laws,sparse_scale,2000,mean_degree,0.301575,0.2807,0.34175,6
laws,sparse_scale,2000,mean_map,0.2689,0.23725,0.3165,6
laws,sparse_scale,2000,mean_ring,0.24575,0.2263,0.2574,6
laws,sparse_scale,2000,selected_grid,0.225325,0.2207,0.2556,6
laws,sparse_scale,2000,std_binary,0.405975,0.3865,0.4287,6
laws,sparse_shuffle,2000,binary,0.422925,0.3947,0.45465,6
laws,sparse_shuffle,2000,caliber,0.369275,0.335,0.3832,6
laws,sparse_shuffle,2000,degree4,0.471625,0.43605,0.5281,6
laws,sparse_shuffle,2000,fourary,0.433325,0.40375,0.449,6
laws,sparse_shuffle,2000,max_maxdegree,0.30495,0.2743,0.32545,6
laws,sparse_shuffle,2000,mean_degree,0.317575,0.2783,0.36265,6
laws,sparse_shuffle,2000,mean_map,0.2611,0.2381,0.27885,6
laws,sparse_shuffle,2000,mean_ring,0.240825,0.22545,0.25205,6
laws,sparse_shuffle,2000,selected_grid,0.245025,0.21435,0.2566,6
laws,sparse_shuffle,2000,std_binary,0.406225,0.3843,0.4292,6
laws,sparse_skew,2000,binary,0.418075,0.40875,0.4572,6
laws,sparse_skew,2000,caliber,0.384475,0.37415,0.426,6
laws,sparse_skew,2000,degree4,0.47095,0.4565,0.55615,6
laws,sparse_skew,2000,fourary,0.45615,0.41445,0.5311,6
laws,sparse_skew,2000,max_maxdegree,0.252325,0.22915,0.26205,6
laws,sparse_skew,2000,mean_degree,0.29285,0.27955,0.31875,6
laws,sparse_skew,2000,mean_map,0.251925,0.23705,0.27,6
laws,sparse_skew,2000,mean_ring,0.2456,0.2274,0.25005,6
laws,sparse_skew,2000,selected_grid,0.2594,0.23175,0.28045,6
laws,sparse_skew,2000,std_binary,0.41345,0.41065,0.4652,6
laws,sparse_uniform,2000,binary,0.42365,0.4074,0.453,6
laws,sparse_uniform,2000,caliber,0.365975,0.35735,0.3969,6
laws,sparse_uniform,2000,degree4,0.471575,0.4493,0.52885,6
laws,sparse_uniform,2000,fourary,0.4341,0.41465,0.4612,6
laws,sparse_uniform,2000,max_maxdegree,0.314575,0.2848,0.3211,6
laws,sparse_uniform,2000,mean_degree,0.312875,0.29155,0.3263,6
laws,sparse_uniform,2000,mean_map,0.2604,0.25175,0.2748,6
laws,sparse_uniform,2000,mean_ring,0.2438,0.22795,0.25485,6
laws,sparse_uniform,2000,selected_grid,0.2361,0.2262,0.2527,6
laws,sparse_uniform,2000,std_binary,0.40525,0.4002,0.44195,6
laws,sparse_zero,2000,binary,0.555225,0.53035,0.60425,6
laws,sparse_zero,2000,caliber,0.388525,0.36915,0.4278,6
laws,sparse_zero,2000,degree4,0.634575,0.6029,0.68645,6
laws,sparse_zero,2000,fourary,0.570925,0.5367,0.6906,6
laws,sparse_zero,2000,max_maxdegree,0.358625,0.34715,0.39435,6
laws,sparse_zero,2000,mean_degree,0.380525,0.34025,0.40125,6
laws,sparse_zero,2000,mean_map,0.500575,0.37845,0.5671,6
laws,sparse_zero,2000,mean_ring,0.487475,0.3591,0.52615,6
laws,sparse_zero,2000,selected_grid,0.37085,0.3213,0.4403,6
laws,sparse_zero,2000,std_binary,0.534875,0.50845,0.56965,6
layout,bfs,5000,binary,1.079775,1.0696,1.11655,6
layout,bfs,5000,caliber,0.951675,0.93095,1.0202,6
layout,bfs,5000,degree4,1.264,1.23575,1.30355,6
layout,bfs,5000,fourary,1.11425,1.0799,1.21925,6
layout,bfs,5000,max_maxdegree,0.70075,0.66785,0.7266,6
layout,bfs,5000,mean_degree,0.7023,0.6803,0.76775,6
layout,bfs,5000,mean_map,0.617775,0.5928,0.70315,6
layout,bfs,5000,mean_ring,0.5627,0.55745,0.5881,6
layout,bfs,5000,std_binary,1.060575,1.03345,1.14995,6
layout,bfs,100000,binary,49.464725,47.62045,59.48205,6
layout,bfs,100000,caliber,43.676625,42.47265,57.558,6
layout,bfs,100000,degree4,59.3625,58.2485,76.19435,6
layout,bfs,100000,fourary,48.46705,47.63985,65.24725,6
layout,bfs,100000,max_maxdegree,25.9126,25.6097,34.23765,6
layout,bfs,100000,mean_degree,26.0749,25.67255,33.40345,6
layout,bfs,100000,mean_map,26.6836,26.083,32.3892,6
layout,bfs,100000,mean_ring,25.959125,25.4827,33.1233,6
layout,bfs,100000,std_binary,47.50195,46.78975,60.69255,6
layout,destination,5000,binary,1.1321,1.0983,1.16385,6
layout,destination,5000,caliber,0.996775,0.9495,1.068,6
layout,destination,5000,degree4,1.292775,1.237,1.33235,6
layout,destination,5000,fourary,1.1254,1.0778,1.1646,6
layout,destination,5000,max_maxdegree,0.69705,0.66945,0.71515,6
layout,destination,5000,mean_degree,0.7085,0.6842,0.7265,6
layout,destination,5000,mean_map,0.782025,0.7369,0.79065,6
layout,destination,5000,mean_ring,0.730175,0.69405,0.7408,6
layout,destination,5000,std_binary,1.10475,1.0507,1.12065,6
layout,destination,100000,binary,51.11445,46.995,52.6017,6
layout,destination,100000,caliber,45.335325,42.61375,49.619,6
layout,destination,100000,degree4,60.76625,57.5744,65.6373,6
layout,destination,100000,fourary,49.850675,46.07015,52.99365,6
layout,destination,100000,max_maxdegree,26.210675,25.06215,29.8338,6
layout,destination,100000,mean_degree,25.899425,24.25585,27.62105,6
layout,destination,100000,mean_map,32.0258,29.83735,33.44065,6
layout,destination,100000,mean_ring,29.912625,29.19245,31.97725,6
layout,destination,100000,std_binary,48.735375,45.91975,52.38645,6
layout,random,5000,binary,1.1429,1.06705,1.1767,6
layout,random,5000,caliber,0.983275,0.92565,1.0152,6
layout,random,5000,degree4,1.303025,1.22385,1.39,6
layout,random,5000,fourary,1.134625,1.08905,1.1865,6
layout,random,5000,max_maxdegree,0.70785,0.66035,0.72015,6
layout,random,5000,mean_degree,0.694375,0.6664,0.7017,6
layout,random,5000,mean_map,0.768575,0.7356,0.7789,6
layout,random,5000,mean_ring,0.705325,0.678,0.71625,6
layout,random,5000,std_binary,1.11735,1.0271,1.1355,6
layout,random,100000,binary,49.090475,47.3147,52.79725,6
layout,random,100000,caliber,43.71785,42.09395,44.57755,6
layout,random,100000,degree4,59.0284,58.451,62.2929,6
layout,random,100000,fourary,48.481575,47.3718,49.8374,6
layout,random,100000,max_maxdegree,25.1675,24.5032,25.87195,6
layout,random,100000,mean_degree,25.58695,24.40905,26.47025,6
layout,random,100000,mean_map,30.871,29.5921,32.2553,6
layout,random,100000,mean_ring,29.3173,28.7232,30.31185,6
layout,random,100000,std_binary,46.9157,45.3064,49.07815,6
layout,rcm,5000,binary,1.1356,1.0956,1.27765,6
layout,rcm,5000,caliber,0.97855,0.9407,1.02375,6
layout,rcm,5000,degree4,1.27425,1.2523,1.31385,6
layout,rcm,5000,fourary,1.138375,1.0661,1.1463,6
layout,rcm,5000,max_maxdegree,0.70805,0.69895,0.7683,6
layout,rcm,5000,mean_degree,0.702025,0.6721,0.74755,6
layout,rcm,5000,mean_map,0.62955,0.59605,0.66035,6
layout,rcm,5000,mean_ring,0.587025,0.53085,0.6496,6
layout,rcm,5000,std_binary,1.07005,1.0478,1.15175,6
layout,rcm,100000,binary,51.444175,47.73815,53.6337,6
layout,rcm,100000,caliber,46.2595,43.27385,46.7421,6
layout,rcm,100000,degree4,62.388075,58.2247,64.87155,6
layout,rcm,100000,fourary,50.537125,47.9434,52.92285,6
layout,rcm,100000,max_maxdegree,26.867825,25.86385,28.7143,6
layout,rcm,100000,mean_degree,26.894375,24.2176,27.93955,6
layout,rcm,100000,mean_map,28.05295,26.2834,30.2667,6
layout,rcm,100000,mean_ring,27.329375,26.5008,28.2214,6
layout,rcm,100000,std_binary,49.375775,47.62065,50.60025,6
layout,weight,5000,binary,1.119575,1.08635,1.21925,6
layout,weight,5000,caliber,0.95925,0.9492,1.01075,6
layout,weight,5000,degree4,1.27235,1.23285,1.32475,6
layout,weight,5000,fourary,1.1628,1.09995,1.1867,6
layout,weight,5000,max_maxdegree,0.684525,0.6687,0.7526,6
layout,weight,5000,mean_degree,0.693225,0.67545,0.73565,6
layout,weight,5000,mean_map,0.6084,0.5891,0.6901,6
layout,weight,5000,mean_ring,0.556225,0.54305,0.6089,6
layout,weight,5000,std_binary,1.07055,1.04515,1.1341,6
layout,weight,100000,binary,47.046675,45.49635,50.4162,6
layout,weight,100000,caliber,42.11485,40.89595,45.43045,6
layout,weight,100000,degree4,57.2587,56.23775,61.2574,6
layout,weight,100000,fourary,46.670375,46.06535,50.6916,6
layout,weight,100000,max_maxdegree,24.0962,23.556,25.79595,6
layout,weight,100000,mean_degree,24.40855,23.65905,26.73325,6
layout,weight,100000,mean_map,25.3188,24.56085,27.3093,6
layout,weight,100000,mean_ring,24.352975,23.71795,26.68695,6
layout,weight,100000,std_binary,45.7762,45.00625,49.2811,6
roads,BAY,321270,binary,58.06475,56.51255,58.83435,6
roads,BAY,321270,caliber,43.63885,41.95425,45.8675,6
roads,BAY,321270,degree4,69.644275,68.1878,73.21205,6
roads,BAY,321270,fourary,59.668325,56.0551,60.90235,6
roads,BAY,321270,max_maxdegree,35.44825,34.8408,36.7479,6
roads,BAY,321270,mean_degree,43.950675,42.35235,45.0532,6
roads,BAY,321270,mean_map,41.309275,39.98915,42.0084,6
roads,BAY,321270,mean_ring,36.514175,35.49275,37.9547,6
roads,BAY,321270,radix,78.50275,77.7056,78.93485,6
roads,BAY,321270,selected_grid,35.017675,34.12455,36.05545,6
roads,BAY,321270,std_binary,54.7886,53.8506,58.21565,6
roads,COL,435666,binary,79.692,77.34865,81.8205,6
roads,COL,435666,caliber,60.832125,58.64975,61.8067,6
roads,COL,435666,degree4,95.28965,92.9684,99.81065,6
roads,COL,435666,fourary,79.4529,77.9858,80.9182,6
roads,COL,435666,max_maxdegree,50.522225,48.74025,51.40195,6
roads,COL,435666,mean_degree,62.256425,61.20445,64.2806,6
roads,COL,435666,mean_map,55.99335,55.3125,59.46095,6
roads,COL,435666,mean_ring,48.9149,48.53215,50.1612,6
roads,COL,435666,radix,107.2365,105.19815,112.6308,6
roads,COL,435666,selected_grid,49.1161,48.25355,50.97625,6
roads,COL,435666,std_binary,77.7513,74.6898,80.13615,6
roads,NY,264346,binary,53.1923,48.49615,59.805,6
roads,NY,264346,caliber,42.605175,39.7003,46.02195,6
roads,NY,264346,degree4,64.959225,60.86705,70.7787,6
roads,NY,264346,fourary,54.71455,50.87185,60.3825,6
roads,NY,264346,max_maxdegree,29.68175,28.7736,32.9904,6
roads,NY,264346,mean_degree,35.8693,34.292,40.2134,6
roads,NY,264346,mean_map,34.144575,33.56405,38.9774,6
roads,NY,264346,mean_ring,31.287675,30.2351,34.77045,6
roads,NY,264346,radix,66.9238,64.7566,76.36105,6
roads,NY,264346,selected_grid,29.71715,29.00135,32.3476,6
roads,NY,264346,std_binary,51.62155,47.0777,57.20655,6
scale,sparse_fast,10000,binary,2.964225,2.8612,3.17185,6
scale,sparse_fast,10000,caliber,2.621225,2.37215,2.6721,6
scale,sparse_fast,10000,degree4,3.48275,3.29505,3.9033,6
scale,sparse_fast,10000,fourary,2.964225,2.75985,3.17915,6
scale,sparse_fast,10000,max_maxdegree,1.8133,1.6299,1.88355,6
scale,sparse_fast,10000,mean_degree,1.725325,1.68735,2.0855,6
scale,sparse_fast,10000,mean_map,1.814075,1.57825,2.0895,6
scale,sparse_fast,10000,mean_ring,1.62335,1.3845,1.76475,6
scale,sparse_fast,10000,std_binary,2.846425,2.7107,2.96935,6
scale,sparse_fast,100000,binary,51.626225,44.96385,53.88245,6
scale,sparse_fast,100000,caliber,45.89935,41.03925,48.55615,6
scale,sparse_fast,100000,degree4,62.354975,54.48965,66.07505,6
scale,sparse_fast,100000,fourary,51.150425,44.3406,52.88885,6
scale,sparse_fast,100000,max_maxdegree,27.39155,22.50865,29.8146,6
scale,sparse_fast,100000,mean_degree,27.288725,24.12725,28.66585,6
scale,sparse_fast,100000,mean_map,28.409825,24.6372,29.79905,6
scale,sparse_fast,100000,mean_ring,27.621075,24.46105,29.31545,6
scale,sparse_fast,100000,std_binary,50.673575,43.30055,54.29865,6
scale,sparse_fast,1000000,binary,830.528125,781.0244,925.3407,6
scale,sparse_fast,1000000,caliber,779.672375,731.44005,858.7977,6
scale,sparse_fast,1000000,degree4,1006.561775,938.56515,1110.8709,6
scale,sparse_fast,1000000,fourary,801.000575,750.7868,892.3534,6
scale,sparse_fast,1000000,max_maxdegree,447.285775,426.21775,545.05475,6
scale,sparse_fast,1000000,mean_degree,450.579625,424.71215,515.71145,6
scale,sparse_fast,1000000,mean_map,449.357675,425.2982,496.8635,6
scale,sparse_fast,1000000,mean_ring,445.235225,422.2452,509.09275,6
scale,sparse_fast,1000000,std_binary,796.94345,769.26295,880.30155,6
