case,training_source,multiplier,median_ns,total_calibration_ns,selected
1,0,0.03125,27100,1064600,false
1,0,0.05,20250,1064600,false
1,0,0.1,17800,1064600,false
1,0,0.25,16850,1064600,false
1,0,0.5,12700,1064600,false
1,0,0.75,13200,1064600,false
1,0,1,11750,1064600,false
1,0,1.5,12450,1064600,false
1,0,2,10700,1064600,false
1,0,4,8800,1064600,false
1,0,8,7150,1064600,true
1,0,16,7550,1064600,false
