family,seed,source,layout,arm,round,position,ns,prep_ns,ingest_ns
grid,42,333,bfs,fourary,11,3,95400,394700,11206100
grid,42,333,identity,mean_ring,11,4,93300,0,11206100
grid,42,333,rcm,mean_ring,11,5,84400,341700,11206100
grid,42,666,identity,mean_ring,0,0,95100,0,11206100
grid,42,666,bfs,fourary,0,1,107400,394700,11206100
grid,42,666,identity,fourary,0,2,113300,0,11206100
grid,42,666,bfs,mean_ring,0,3,93500,394700,11206100
grid,42,666,rcm,fourary,0,4,99900,341700,11206100
grid,42,666,rcm,mean_ring,0,5,91400,341700,11206100
grid,42,666,rcm,mean_ring,1,0,85000,341700,11206100
grid,42,666,rcm,fourary,1,1,119000,341700,11206100
grid,42,666,bfs,mean_ring,1,2,84600,394700,11206100
grid,42,666,identity,fourary,1,3,98500,0,11206100
grid,42,666,bfs,fourary,1,4,105600,394700,11206100
grid,42,666,identity,mean_ring,1,5,117800,0,11206100
grid,42,666,rcm,mean_ring,2,0,91200,341700,11206100
grid,42,666,bfs,fourary,2,1,110800,394700,11206100
grid,42,666,identity,fourary,2,2,103500,0,11206100
grid,42,666,identity,mean_ring,2,3,87100,0,11206100
grid,42,666,bfs,mean_ring,2,4,79900,394700,11206100
grid,42,666,rcm,fourary,2,5,100900,341700,11206100
grid,42,666,rcm,fourary,3,0,99100,341700,11206100
grid,42,666,bfs,mean_ring,3,1,76300,394700,11206100
grid,42,666,identity,mean_ring,3,2,75000,0,11206100
grid,42,666,identity,fourary,3,3,103300,0,11206100
grid,42,666,bfs,fourary,3,4,100900,394700,11206100
grid,42,666,rcm,mean_ring,3,5,102700,341700,11206100
grid,42,666,rcm,mean_ring,4,0,89100,341700,11206100
grid,42,666,rcm,fourary,4,1,98600,341700,11206100
grid,42,666,bfs,fourary,4,2,96000,394700,11206100
grid,42,666,bfs,mean_ring,4,3,86300,394700,11206100
grid,42,666,identity,fourary,4,4,92700,0,11206100
grid,42,666,identity,mean_ring,4,5,82700,0,11206100
grid,42,666,identity,mean_ring,5,0,77800,0,11206100
grid,42,666,identity,fourary,5,1,94100,0,11206100
grid,42,666,bfs,mean_ring,5,2,82300,394700,11206100
grid,42,666,bfs,fourary,5,3,108900,394700,11206100
grid,42,666,rcm,fourary,5,4,192500,341700,11206100
grid,42,666,rcm,mean_ring,5,5,123000,341700,11206100
grid,42,666,rcm,mean_ring,6,0,98200,341700,11206100
grid,42,666,identity,fourary,6,1,126200,0,11206100
grid,42,666,bfs,fourary,6,2,269500,394700,11206100
grid,42,666,identity,mean_ring,6,3,124700,0,11206100
grid,42,666,bfs,mean_ring,6,4,100100,394700,11206100
grid,42,666,rcm,fourary,6,5,125100,341700,11206100
grid,42,666,rcm,fourary,7,0,110300,341700,11206100
grid,42,666,bfs,mean_ring,7,1,94500,394700,11206100
grid,42,666,identity,mean_ring,7,2,82900,0,11206100
grid,42,666,bfs,fourary,7,3,107000,394700,11206100
grid,42,666,identity,fourary,7,4,103500,0,11206100
grid,42,666,rcm,mean_ring,7,5,80200,341700,11206100
grid,42,666,identity,mean_ring,8,0,76100,0,11206100
grid,42,666,rcm,fourary,8,1,101500,341700,11206100
grid,42,666,bfs,fourary,8,2,103700,394700,11206100
grid,42,666,rcm,mean_ring,8,3,91700,341700,11206100
grid,42,666,bfs,mean_ring,8,4,83100,394700,11206100
grid,42,666,identity,fourary,8,5,109800,0,11206100
grid,42,666,identity,fourary,9,0,104200,0,11206100
grid,42,666,bfs,mean_ring,9,1,91400,394700,11206100
grid,42,666,rcm,mean_ring,9,2,76400,341700,11206100
grid,42,666,bfs,fourary,9,3,101700,394700,11206100
grid,42,666,rcm,fourary,9,4,99600,341700,11206100
grid,42,666,identity,mean_ring,9,5,74200,0,11206100
grid,42,666,bfs,mean_ring,10,0,72600,394700,11206100
grid,42,666,rcm,mean_ring,10,1,91200,341700,11206100
grid,42,666,identity,fourary,10,2,123500,0,11206100
grid,42,666,bfs,fourary,10,3,120000,394700,11206100
grid,42,666,rcm,fourary,10,4,103200,341700,11206100
grid,42,666,identity,mean_ring,10,5,79100,0,11206100
grid,42,666,identity,mean_ring,11,0,71900,0,11206100
grid,42,666,rcm,fourary,11,1,101600,341700,11206100
grid,42,666,bfs,fourary,11,2,99600,394700,11206100
grid,42,666,identity,fourary,11,3,96000,0,11206100
grid,42,666,rcm,mean_ring,11,4,75600,341700,11206100
grid,42,666,bfs,mean_ring,11,5,73200,394700,11206100
sparse,1729,333,rcm,fourary,0,0,165000,691900,12018000
sparse,1729,333,identity,fourary,0,1,175400,0,12018000
sparse,1729,333,bfs,mean_ring,0,2,117500,756300,12018000
sparse,1729,333,potential,fourary,0,3,157200,38813500,12018000
sparse,1729,333,identity,mean_ring,0,4,108700,0,12018000
sparse,1729,333,rcm,mean_ring,0,5,100200,691900,12018000
sparse,1729,333,potential,mean_ring,0,6,97300,38813500,12018000
sparse,1729,333,bfs,fourary,0,7,167600,756300,12018000
sparse,1729,333,bfs,fourary,1,0,161900,756300,12018000
sparse,1729,333,potential,mean_ring,1,1,114500,38813500,12018000
sparse,1729,333,rcm,mean_ring,1,2,107700,691900,12018000
sparse,1729,333,identity,mean_ring,1,3,96400,0,12018000
sparse,1729,333,potential,fourary,1,4,166900,38813500,12018000
sparse,1729,333,bfs,mean_ring,1,5,109900,756300,12018000
sparse,1729,333,identity,fourary,1,6,164300,0,12018000
sparse,1729,333,rcm,fourary,1,7,166900,691900,12018000
sparse,1729,333,bfs,fourary,2,0,149900,756300,12018000
sparse,1729,333,identity,fourary,2,1,146400,0,12018000
sparse,1729,333,identity,mean_ring,2,2,106900,0,12018000
sparse,1729,333,rcm,fourary,2,3,144800,691900,12018000
sparse,1729,333,rcm,mean_ring,2,4,106500,691900,12018000
sparse,1729,333,potential,fourary,2,5,144700,38813500,12018000
sparse,1729,333,bfs,mean_ring,2,6,103800,756300,12018000
sparse,1729,333,potential,mean_ring,2,7,104300,38813500,12018000
sparse,1729,333,potential,mean_ring,3,0,95100,38813500,12018000
sparse,1729,333,bfs,mean_ring,3,1,93200,756300,12018000
sparse,1729,333,potential,fourary,3,2,166400,38813500,12018000
sparse,1729,333,rcm,mean_ring,3,3,107300,691900,12018000
sparse,1729,333,rcm,fourary,3,4,163500,691900,12018000
sparse,1729,333,identity,mean_ring,3,5,109100,0,12018000
sparse,1729,333,identity,fourary,3,6,159500,0,12018000
sparse,1729,333,bfs,fourary,3,7,161700,756300,12018000
sparse,1729,333,rcm,fourary,4,0,151000,691900,12018000
sparse,1729,333,identity,mean_ring,4,1,102000,0,12018000
sparse,1729,333,potential,fourary,4,2,148800,38813500,12018000
sparse,1729,333,identity,fourary,4,3,146700,0,12018000
sparse,1729,333,bfs,mean_ring,4,4,104000,756300,12018000
sparse,1729,333,bfs,fourary,4,5,171600,756300,12018000
sparse,1729,333,potential,mean_ring,4,6,106600,38813500,12018000
sparse,1729,333,rcm,mean_ring,4,7,95000,691900,12018000
sparse,1729,333,rcm,mean_ring,5,0,91400,691900,12018000
sparse,1729,333,potential,mean_ring,5,1,75100,38813500,12018000
sparse,1729,333,bfs,fourary,5,2,170500,756300,12018000
sparse,1729,333,bfs,mean_ring,5,3,103000,756300,12018000
sparse,1729,333,identity,fourary,5,4,173600,0,12018000
sparse,1729,333,potential,fourary,5,5,164600,38813500,12018000
sparse,1729,333,identity,mean_ring,5,6,105500,0,12018000
sparse,1729,333,rcm,fourary,5,7,157600,691900,12018000
sparse,1729,333,rcm,mean_ring,6,0,99500,691900,12018000
sparse,1729,333,bfs,fourary,6,1,155700,756300,12018000
sparse,1729,333,rcm,fourary,6,2,153200,691900,12018000
sparse,1729,333,potential,mean_ring,6,3,98100,38813500,12018000
sparse,1729,333,identity,mean_ring,6,4,96200,0,12018000
sparse,1729,333,potential,fourary,6,5,172900,38813500,12018000
sparse,1729,333,bfs,mean_ring,6,6,97200,756300,12018000
sparse,1729,333,identity,fourary,6,7,167900,0,12018000
sparse,1729,333,identity,fourary,7,0,162900,0,12018000
sparse,1729,333,bfs,mean_ring,7,1,98700,756300,12018000
sparse,1729,333,potential,fourary,7,2,157300,38813500,12018000
sparse,1729,333,identity,mean_ring,7,3,101000,0,12018000
sparse,1729,333,potential,mean_ring,7,4,113200,38813500,12018000
sparse,1729,333,rcm,fourary,7,5,159400,691900,12018000
sparse,1729,333,bfs,fourary,7,6,163500,756300,12018000
sparse,1729,333,rcm,mean_ring,7,7,92300,691900,12018000
sparse,1729,333,identity,fourary,8,0,174400,0,12018000
sparse,1729,333,bfs,mean_ring,8,1,97100,756300,12018000
sparse,1729,333,rcm,fourary,8,2,167700,691900,12018000
sparse,1729,333,identity,mean_ring,8,3,93400,0,12018000
sparse,1729,333,potential,fourary,8,4,163600,38813500,12018000
sparse,1729,333,potential,mean_ring,8,5,99100,38813500,12018000
sparse,1729,333,rcm,mean_ring,8,6,91300,691900,12018000
sparse,1729,333,bfs,fourary,8,7,161400,756300,12018000
sparse,1729,333,bfs,fourary,9,0,159100,756300,12018000
sparse,1729,333,rcm,mean_ring,9,1,82600,691900,12018000
sparse,1729,333,potential,mean_ring,9,2,75200,38813500,12018000
sparse,1729,333,potential,fourary,9,3,173400,38813500,12018000
sparse,1729,333,identity,mean_ring,9,4,111600,0,12018000
sparse,1729,333,rcm,fourary,9,5,187000,691900,12018000
sparse,1729,333,bfs,mean_ring,9,6,120800,756300,12018000
sparse,1729,333,identity,fourary,9,7,164500,0,12018000
sparse,1729,333,potential,fourary,10,0,159400,38813500,12018000
sparse,1729,333,potential,mean_ring,10,1,105700,38813500,12018000
sparse,1729,333,bfs,mean_ring,10,2,96000,756300,12018000
sparse,1729,333,identity,mean_ring,10,3,89700,0,12018000
sparse,1729,333,rcm,fourary,10,4,195300,691900,12018000
sparse,1729,333,rcm,mean_ring,10,5,149500,691900,12018000
sparse,1729,333,bfs,fourary,10,6,181500,756300,12018000
sparse,1729,333,identity,fourary,10,7,172100,0,12018000
sparse,1729,333,identity,fourary,11,0,157700,0,12018000
sparse,1729,333,bfs,fourary,11,1,152500,756300,12018000
sparse,1729,333,rcm,mean_ring,11,2,117000,691900,12018000
sparse,1729,333,rcm,fourary,11,3,149800,691900,12018000
sparse,1729,333,identity,mean_ring,11,4,112800,0,12018000
sparse,1729,333,bfs,mean_ring,11,5,103200,756300,12018000
sparse,1729,333,potential,mean_ring,11,6,100600,38813500,12018000
sparse,1729,333,potential,fourary,11,7,151000,38813500,12018000
sparse,1729,666,bfs,fourary,0,0,160500,756300,12018000
sparse,1729,666,identity,mean_ring,0,1,121900,0,12018000
sparse,1729,666,potential,mean_ring,0,2,105800,38813500,12018000
sparse,1729,666,bfs,mean_ring,0,3,95100,756300,12018000
sparse,1729,666,identity,fourary,0,4,168300,0,12018000
sparse,1729,666,rcm,mean_ring,0,5,233600,691900,12018000
sparse,1729,666,rcm,fourary,0,6,179700,691900,12018000
sparse,1729,666,potential,fourary,0,7,190700,38813500,12018000
sparse,1729,666,potential,fourary,1,0,187400,38813500,12018000
sparse,1729,666,rcm,fourary,1,1,194800,691900,12018000
sparse,1729,666,rcm,mean_ring,1,2,142600,691900,12018000
sparse,1729,666,identity,fourary,1,3,180200,0,12018000
sparse,1729,666,bfs,mean_ring,1,4,549900,756300,12018000
sparse,1729,666,potential,mean_ring,1,5,167900,38813500,12018000
sparse,1729,666,identity,mean_ring,1,6,132400,0,12018000
sparse,1729,666,bfs,fourary,1,7,238300,756300,12018000
sparse,1729,666,identity,fourary,2,0,245400,0,12018000
sparse,1729,666,rcm,mean_ring,2,1,199500,691900,12018000
sparse,1729,666,identity,mean_ring,2,2,169600,0,12018000
sparse,1729,666,bfs,mean_ring,2,3,139600,756300,12018000
sparse,1729,666,rcm,fourary,2,4,217000,691900,12018000
sparse,1729,666,bfs,fourary,2,5,203700,756300,12018000
sparse,1729,666,potential,mean_ring,2,6,121000,38813500,12018000
sparse,1729,666,potential,fourary,2,7,201200,38813500,12018000
sparse,1729,666,potential,fourary,3,0,169700,38813500,12018000
sparse,1729,666,potential,mean_ring,3,1,114100,38813500,12018000
sparse,1729,666,bfs,fourary,3,2,166900,756300,12018000
sparse,1729,666,rcm,fourary,3,3,167400,691900,12018000
sparse,1729,666,bfs,mean_ring,3,4,114700,756300,12018000
sparse,1729,666,identity,mean_ring,3,5,108600,0,12018000
sparse,1729,666,rcm,mean_ring,3,6,97500,691900,12018000
sparse,1729,666,identity,fourary,3,7,158200,0,12018000
sparse,1729,666,identity,fourary,4,0,160700,0,12018000
sparse,1729,666,bfs,fourary,4,1,155100,756300,12018000
sparse,1729,666,bfs,mean_ring,4,2,114100,756300,12018000
sparse,1729,666,potential,mean_ring,4,3,106300,38813500,12018000
sparse,1729,666,rcm,mean_ring,4,4,103800,691900,12018000
sparse,1729,666,rcm,fourary,4,5,149200,691900,12018000
sparse,1729,666,identity,mean_ring,4,6,101900,0,12018000
sparse,1729,666,potential,fourary,4,7,147300,38813500,12018000
sparse,1729,666,potential,fourary,5,0,146000,38813500,12018000
sparse,1729,666,identity,mean_ring,5,1,99400,0,12018000
sparse,1729,666,rcm,fourary,5,2,167000,691900,12018000
sparse,1729,666,rcm,mean_ring,5,3,115900,691900,12018000
sparse,1729,666,potential,mean_ring,5,4,94600,38813500,12018000
sparse,1729,666,bfs,mean_ring,5,5,98200,756300,12018000
sparse,1729,666,bfs,fourary,5,6,165900,756300,12018000
sparse,1729,666,identity,fourary,5,7,166300,0,12018000
sparse,1729,666,potential,mean_ring,6,0,92800,38813500,12018000
sparse,1729,666,bfs,fourary,6,1,170800,756300,12018000
sparse,1729,666,rcm,mean_ring,6,2,112600,691900,12018000
sparse,1729,666,bfs,mean_ring,6,3,113300,756300,12018000
sparse,1729,666,rcm,fourary,6,4,202100,691900,12018000
sparse,1729,666,potential,fourary,6,5,249400,38813500,12018000
sparse,1729,666,identity,mean_ring,6,6,135100,0,12018000
sparse,1729,666,identity,fourary,6,7,164000,0,12018000
sparse,1729,666,identity,fourary,7,0,168300,0,12018000
sparse,1729,666,identity,mean_ring,7,1,111000,0,12018000
sparse,1729,666,potential,fourary,7,2,153600,38813500,12018000
sparse,1729,666,rcm,fourary,7,3,162300,691900,12018000
sparse,1729,666,bfs,mean_ring,7,4,113800,756300,12018000
sparse,1729,666,rcm,mean_ring,7,5,96700,691900,12018000
sparse,1729,666,bfs,fourary,7,6,174700,756300,12018000
sparse,1729,666,potential,mean_ring,7,7,97300,38813500,12018000
sparse,1729,666,bfs,fourary,8,0,170600,756300,12018000
sparse,1729,666,potential,fourary,8,1,162600,38813500,12018000
sparse,1729,666,identity,mean_ring,8,2,97300,0,12018000
sparse,1729,666,identity,fourary,8,3,157400,0,12018000
sparse,1729,666,bfs,mean_ring,8,4,94000,756300,12018000
sparse,1729,666,potential,mean_ring,8,5,84900,38813500,12018000
sparse,1729,666,rcm,fourary,8,6,157600,691900,12018000
sparse,1729,666,rcm,mean_ring,8,7,94200,691900,12018000
sparse,1729,666,rcm,mean_ring,9,0,78900,691900,12018000
sparse,1729,666,rcm,fourary,9,1,167100,691900,12018000
sparse,1729,666,potential,mean_ring,9,2,105500,38813500,12018000
sparse,1729,666,bfs,mean_ring,9,3,93200,756300,12018000
sparse,1729,666,identity,fourary,9,4,166400,0,12018000
sparse,1729,666,identity,mean_ring,9,5,91100,0,12018000
sparse,1729,666,potential,fourary,9,6,161900,38813500,12018000
sparse,1729,666,bfs,fourary,9,7,158600,756300,12018000
sparse,1729,666,potential,fourary,10,0,152300,38813500,12018000
sparse,1729,666,potential,mean_ring,10,1,91100,38813500,12018000
sparse,1729,666,rcm,mean_ring,10,2,84400,691900,12018000
sparse,1729,666,identity,mean_ring,10,3,84000,0,12018000
sparse,1729,666,rcm,fourary,10,4,169900,691900,12018000
sparse,1729,666,identity,fourary,10,5,166000,0,12018000
sparse,1729,666,bfs,mean_ring,10,6,93300,756300,12018000
sparse,1729,666,bfs,fourary,10,7,162200,756300,12018000
sparse,1729,666,bfs,fourary,11,0,154900,756300,12018000
sparse,1729,666,bfs,mean_ring,11,1,106100,756300,12018000
sparse,1729,666,identity,fourary,11,2,1034700,0,12018000
sparse,1729,666,rcm,fourary,11,3,437600,691900,12018000
sparse,1729,666,identity,mean_ring,11,4,149700,0,12018000
sparse,1729,666,rcm,mean_ring,11,5,108800,691900,12018000
sparse,1729,666,potential,mean_ring,11,6,92200,38813500,12018000
sparse,1729,666,potential,fourary,11,7,169900,38813500,12018000
clustered,1729,333,rcm,fourary,0,0,297200,3507300,63758000
clustered,1729,333,identity,fourary,0,1,316400,0,63758000
clustered,1729,333,bfs,mean_ring,0,2,256900,3523400,63758000
clustered,1729,333,potential,fourary,0,3,319600,165636800,63758000
clustered,1729,333,identity,mean_ring,0,4,242300,0,63758000
clustered,1729,333,rcm,mean_ring,0,5,235300,3507300,63758000
clustered,1729,333,potential,mean_ring,0,6,229100,165636800,63758000
clustered,1729,333,bfs,fourary,0,7,300800,3523400,63758000
clustered,1729,333,bfs,fourary,1,0,293200,3523400,63758000
clustered,1729,333,potential,mean_ring,1,1,224700,165636800,63758000
clustered,1729,333,rcm,mean_ring,1,2,231000,3507300,63758000
clustered,1729,333,identity,mean_ring,1,3,230400,0,63758000
clustered,1729,333,potential,fourary,1,4,315100,165636800,63758000
clustered,1729,333,bfs,mean_ring,1,5,218400,3523400,63758000
clustered,1729,333,identity,fourary,1,6,352900,0,63758000
clustered,1729,333,rcm,fourary,1,7,316700,3507300,63758000
clustered,1729,333,bfs,fourary,2,0,300800,3523400,63758000
clustered,1729,333,identity,fourary,2,1,292600,0,63758000
clustered,1729,333,identity,mean_ring,2,2,252400,0,63758000
clustered,1729,333,rcm,fourary,2,3,290000,3507300,63758000
clustered,1729,333,rcm,mean_ring,2,4,378400,3507300,63758000
clustered,1729,333,potential,fourary,2,5,328500,165636800,63758000
clustered,1729,333,bfs,mean_ring,2,6,248400,3523400,63758000
clustered,1729,333,potential,mean_ring,2,7,250300,165636800,63758000
clustered,1729,333,potential,mean_ring,3,0,227000,165636800,63758000
clustered,1729,333,bfs,mean_ring,3,1,221300,3523400,63758000
clustered,1729,333,potential,fourary,3,2,326100,165636800,63758000
clustered,1729,333,rcm,mean_ring,3,3,252400,3507300,63758000
clustered,1729,333,rcm,fourary,3,4,299900,3507300,63758000
clustered,1729,333,identity,mean_ring,3,5,249200,0,63758000
clustered,1729,333,identity,fourary,3,6,294900,0,63758000
clustered,1729,333,bfs,fourary,3,7,300400,3523400,63758000
clustered,1729,333,rcm,fourary,4,0,292500,3507300,63758000
clustered,1729,333,identity,mean_ring,4,1,253000,0,63758000
clustered,1729,333,potential,fourary,4,2,302000,165636800,63758000
clustered,1729,333,identity,fourary,4,3,293200,0,63758000
clustered,1729,333,bfs,mean_ring,4,4,243300,3523400,63758000
clustered,1729,333,bfs,fourary,4,5,307400,3523400,63758000
clustered,1729,333,potential,mean_ring,4,6,259100,165636800,63758000
clustered,1729,333,rcm,mean_ring,4,7,242300,3507300,63758000
clustered,1729,333,rcm,mean_ring,5,0,224200,3507300,63758000
clustered,1729,333,potential,mean_ring,5,1,231300,165636800,63758000
clustered,1729,333,bfs,fourary,5,2,322600,3523400,63758000
clustered,1729,333,bfs,mean_ring,5,3,243200,3523400,63758000
clustered,1729,333,identity,fourary,5,4,313200,0,63758000
clustered,1729,333,potential,fourary,5,5,315100,165636800,63758000
clustered,1729,333,identity,mean_ring,5,6,247800,0,63758000
clustered,1729,333,rcm,fourary,5,7,295400,3507300,63758000
clustered,1729,333,rcm,mean_ring,6,0,245600,3507300,63758000
clustered,1729,333,bfs,fourary,6,1,295600,3523400,63758000
clustered,1729,333,rcm,fourary,6,2,289200,3507300,63758000
clustered,1729,333,potential,mean_ring,6,3,678500,165636800,63758000
clustered,1729,333,identity,mean_ring,6,4,324100,0,63758000
clustered,1729,333,potential,fourary,6,5,489400,165636800,63758000
clustered,1729,333,bfs,mean_ring,6,6,312700,3523400,63758000
clustered,1729,333,identity,fourary,6,7,438500,0,63758000
clustered,1729,333,identity,fourary,7,0,327100,0,63758000
clustered,1729,333,bfs,mean_ring,7,1,265900,3523400,63758000
clustered,1729,333,potential,fourary,7,2,327000,165636800,63758000
clustered,1729,333,identity,mean_ring,7,3,246100,0,63758000
clustered,1729,333,potential,mean_ring,7,4,253400,165636800,63758000
clustered,1729,333,rcm,fourary,7,5,331400,3507300,63758000
clustered,1729,333,bfs,fourary,7,6,303900,3523400,63758000
clustered,1729,333,rcm,mean_ring,7,7,247200,3507300,63758000
clustered,1729,333,identity,fourary,8,0,296600,0,63758000
clustered,1729,333,bfs,mean_ring,8,1,244600,3523400,63758000
clustered,1729,333,rcm,fourary,8,2,300500,3507300,63758000
clustered,1729,333,identity,mean_ring,8,3,244500,0,63758000
clustered,1729,333,potential,fourary,8,4,305800,165636800,63758000
clustered,1729,333,potential,mean_ring,8,5,238500,165636800,63758000
clustered,1729,333,rcm,mean_ring,8,6,241600,3507300,63758000
clustered,1729,333,bfs,fourary,8,7,753600,3523400,63758000
clustered,1729,333,bfs,fourary,9,0,397600,3523400,63758000
clustered,1729,333,rcm,mean_ring,9,1,312400,3507300,63758000
clustered,1729,333,potential,mean_ring,9,2,318000,165636800,63758000
clustered,1729,333,potential,fourary,9,3,436200,165636800,63758000
clustered,1729,333,identity,mean_ring,9,4,285400,0,63758000
clustered,1729,333,rcm,fourary,9,5,322000,3507300,63758000
clustered,1729,333,bfs,mean_ring,9,6,248800,3523400,63758000
clustered,1729,333,identity,fourary,9,7,327100,0,63758000
clustered,1729,333,potential,fourary,10,0,311900,165636800,63758000
clustered,1729,333,potential,mean_ring,10,1,242800,165636800,63758000
clustered,1729,333,bfs,mean_ring,10,2,238400,3523400,63758000
clustered,1729,333,identity,mean_ring,10,3,306600,0,63758000
clustered,1729,333,rcm,fourary,10,4,312900,3507300,63758000
clustered,1729,333,rcm,mean_ring,10,5,226700,3507300,63758000
clustered,1729,333,bfs,fourary,10,6,409100,3523400,63758000
clustered,1729,333,identity,fourary,10,7,304900,0,63758000
clustered,1729,333,identity,fourary,11,0,294500,0,63758000
clustered,1729,333,bfs,fourary,11,1,307800,3523400,63758000
clustered,1729,333,rcm,mean_ring,11,2,233600,3507300,63758000
clustered,1729,333,rcm,fourary,11,3,288700,3507300,63758000
clustered,1729,333,identity,mean_ring,11,4,239700,0,63758000
clustered,1729,333,bfs,mean_ring,11,5,274800,3523400,63758000
clustered,1729,333,potential,mean_ring,11,6,270400,165636800,63758000
clustered,1729,333,potential,fourary,11,7,312400,165636800,63758000
clustered,1729,666,bfs,fourary,0,0,355900,3523400,63758000
clustered,1729,666,identity,mean_ring,0,1,261100,0,63758000
clustered,1729,666,potential,mean_ring,0,2,256200,165636800,63758000
clustered,1729,666,bfs,mean_ring,0,3,235300,3523400,63758000
clustered,1729,666,identity,fourary,0,4,332700,0,63758000
clustered,1729,666,rcm,mean_ring,0,5,256200,3507300,63758000
clustered,1729,666,rcm,fourary,0,6,300300,3507300,63758000
clustered,1729,666,potential,fourary,0,7,318100,165636800,63758000
clustered,1729,666,potential,fourary,1,0,288600,165636800,63758000
clustered,1729,666,rcm,fourary,1,1,288400,3507300,63758000
clustered,1729,666,rcm,mean_ring,1,2,260100,3507300,63758000
clustered,1729,666,identity,fourary,1,3,302600,0,63758000
clustered,1729,666,bfs,mean_ring,1,4,252500,3523400,63758000
clustered,1729,666,potential,mean_ring,1,5,247400,165636800,63758000
clustered,1729,666,identity,mean_ring,1,6,249400,0,63758000
clustered,1729,666,bfs,fourary,1,7,308300,3523400,63758000
clustered,1729,666,identity,fourary,2,0,296100,0,63758000
clustered,1729,666,rcm,mean_ring,2,1,256300,3507300,63758000
clustered,1729,666,identity,mean_ring,2,2,357000,0,63758000
clustered,1729,666,bfs,mean_ring,2,3,256200,3523400,63758000
clustered,1729,666,rcm,fourary,2,4,346500,3507300,63758000
clustered,1729,666,bfs,fourary,2,5,345100,3523400,63758000
clustered,1729,666,potential,mean_ring,2,6,292700,165636800,63758000
clustered,1729,666,potential,fourary,2,7,294000,165636800,63758000
clustered,1729,666,potential,fourary,3,0,290900,165636800,63758000
clustered,1729,666,potential,mean_ring,3,1,265000,165636800,63758000
clustered,1729,666,bfs,fourary,3,2,328700,3523400,63758000
clustered,1729,666,rcm,fourary,3,3,301900,3507300,63758000
clustered,1729,666,bfs,mean_ring,3,4,249100,3523400,63758000
clustered,1729,666,identity,mean_ring,3,5,256700,0,63758000
clustered,1729,666,rcm,mean_ring,3,6,267700,3507300,63758000
clustered,1729,666,identity,fourary,3,7,310600,0,63758000
clustered,1729,666,identity,fourary,4,0,293000,0,63758000
clustered,1729,666,bfs,fourary,4,1,305700,3523400,63758000
clustered,1729,666,bfs,mean_ring,4,2,252400,3523400,63758000
clustered,1729,666,potential,mean_ring,4,3,266900,165636800,63758000
clustered,1729,666,rcm,mean_ring,4,4,244000,3507300,63758000
clustered,1729,666,rcm,fourary,4,5,306800,3507300,63758000
clustered,1729,666,identity,mean_ring,4,6,248600,0,63758000
clustered,1729,666,potential,fourary,4,7,312100,165636800,63758000
clustered,1729,666,potential,fourary,5,0,307100,165636800,63758000
clustered,1729,666,identity,mean_ring,5,1,242700,0,63758000
clustered,1729,666,rcm,fourary,5,2,296800,3507300,63758000
clustered,1729,666,rcm,mean_ring,5,3,248800,3507300,63758000
clustered,1729,666,potential,mean_ring,5,4,243200,165636800,63758000
clustered,1729,666,bfs,mean_ring,5,5,236500,3523400,63758000
clustered,1729,666,bfs,fourary,5,6,307800,3523400,63758000
clustered,1729,666,identity,fourary,5,7,376400,0,63758000
clustered,1729,666,potential,mean_ring,6,0,297700,165636800,63758000
clustered,1729,666,bfs,fourary,6,1,335700,3523400,63758000
clustered,1729,666,rcm,mean_ring,6,2,322200,3507300,63758000
clustered,1729,666,bfs,mean_ring,6,3,338600,3523400,63758000
clustered,1729,666,rcm,fourary,6,4,333400,3507300,63758000
clustered,1729,666,potential,fourary,6,5,696500,165636800,63758000
clustered,1729,666,identity,mean_ring,6,6,369100,0,63758000
clustered,1729,666,identity,fourary,6,7,365900,0,63758000
clustered,1729,666,identity,fourary,7,0,325700,0,63758000
clustered,1729,666,identity,mean_ring,7,1,252500,0,63758000
clustered,1729,666,potential,fourary,7,2,478600,165636800,63758000
clustered,1729,666,rcm,fourary,7,3,328000,3507300,63758000
clustered,1729,666,bfs,mean_ring,7,4,293100,3523400,63758000
clustered,1729,666,rcm,mean_ring,7,5,264200,3507300,63758000
clustered,1729,666,bfs,fourary,7,6,323600,3523400,63758000
clustered,1729,666,potential,mean_ring,7,7,266400,165636800,63758000
clustered,1729,666,bfs,fourary,8,0,298000,3523400,63758000
clustered,1729,666,potential,fourary,8,1,320600,165636800,63758000
clustered,1729,666,identity,mean_ring,8,2,262500,0,63758000
clustered,1729,666,identity,fourary,8,3,288200,0,63758000
clustered,1729,666,bfs,mean_ring,8,4,256100,3523400,63758000
clustered,1729,666,potential,mean_ring,8,5,275100,165636800,63758000
clustered,1729,666,rcm,fourary,8,6,303700,3507300,63758000
clustered,1729,666,rcm,mean_ring,8,7,255300,3507300,63758000
clustered,1729,666,rcm,mean_ring,9,0,250700,3507300,63758000
clustered,1729,666,rcm,fourary,9,1,299200,3507300,63758000
clustered,1729,666,potential,mean_ring,9,2,332900,165636800,63758000
clustered,1729,666,bfs,mean_ring,9,3,269000,3523400,63758000
clustered,1729,666,identity,fourary,9,4,328900,0,63758000
clustered,1729,666,identity,mean_ring,9,5,245900,0,63758000
clustered,1729,666,potential,fourary,9,6,330400,165636800,63758000
clustered,1729,666,bfs,fourary,9,7,300100,3523400,63758000
clustered,1729,666,potential,fourary,10,0,306000,165636800,63758000
clustered,1729,666,potential,mean_ring,10,1,245200,165636800,63758000
