key,panel,family,n,seed,source,round,binary,degree4,ratio,margin_ms
core:2,core,sparse,2000,42,666,6,567400.0,544400.0,1.0422483468038206,0.023
core:2,core,sparse,2000,42,666,7,462900.0,666700.0,0.6943152842357883,-0.2038
core:2,core,sparse,2000,42,666,8,565900.0,530600.0,1.0665284583490389,0.0353
core:2,core,sparse,2000,42,666,9,577300.0,654100.0,0.8825867604341844,-0.0768
core:2,core,sparse,2000,42,666,10,1306600.0,604500.0,2.1614557485525228,0.7021
core:2,core,sparse,2000,42,666,11,499100.0,535600.0,0.9318521284540702,-0.0365
core:2,core,sparse,2000,42,1333,0,483100.0,767600.0,0.6293642522146952,-0.2845
core:2,core,sparse,2000,42,1333,1,820400.0,577300.0,1.4210982158323229,0.2431
core:2,core,sparse,2000,42,1333,2,445900.0,505100.0,0.8827954860423678,-0.0592
core:2,core,sparse,2000,42,1333,3,490400.0,489400.0,1.0020433183489987,0.001
core:2,core,sparse,2000,42,1333,4,470000.0,525000.0,0.8952380952380953,-0.055
core:2,core,sparse,2000,42,1333,5,434900.0,497100.0,0.8748742707704688,-0.0622
core:2,core,sparse,2000,42,1333,6,439400.0,548500.0,0.8010938924339107,-0.1091
core:2,core,sparse,2000,42,1333,7,449200.0,482600.0,0.9307915457936179,-0.0334
core:2,core,sparse,2000,42,1333,8,432900.0,486200.0,0.8903743315508021,-0.0533
core:2,core,sparse,2000,42,1333,9,430900.0,450100.0,0.957342812708287,-0.0192
core:2,core,sparse,2000,42,1333,10,518200.0,635400.0,0.8155492603084671,-0.1172
core:2,core,sparse,2000,42,1333,11,541600.0,643800.0,0.8412550481515999,-0.1022
core:20,core,sparse,2000,1729,666,0,416000.0,479700.0,0.8672086720867209,-0.0637
core:20,core,sparse,2000,1729,666,1,405300.0,449100.0,0.9024716098864396,-0.0438
core:20,core,sparse,2000,1729,666,2,398800.0,518500.0,0.7691417550626808,-0.1197
core:20,core,sparse,2000,1729,666,3,438600.0,443500.0,0.9889515219842164,-0.0049
core:20,core,sparse,2000,1729,666,4,475700.0,931300.0,0.5107913669064749,-0.4556
core:20,core,sparse,2000,1729,666,5,424500.0,574600.0,0.7387747998607727,-0.1501
