key,panel,family,n,seed,source,arm,median_margin_ms,margin_q25_ms,margin_q75_ms,median_ratio,positive_rounds,rounds
scale:1,scale,sparse_fast,10000,42,6666,caliber,0.28955,0.2486,0.35705,1.1011812652892359,6,6
scale:2,scale,sparse_fast,100000,42,33333,caliber,4.07715,2.977175,5.393649999999999,1.088915409817501,5,6
scale:2,scale,sparse_fast,100000,42,66666,caliber,5.133900000000001,4.5189,6.212775000000001,1.1127565697816186,6,6
scale:3,scale,sparse_fast,1000000,42,333333,caliber,21.1262,-6.82235,64.520025,1.0277666086111679,4,6
scale:3,scale,sparse_fast,1000000,42,666666,caliber,67.542,47.7354,154.20795,1.0831445583730797,6,6
scale:4,scale,sparse_fast,10000,1729,3333,caliber,0.28155,-0.07415,0.706175,1.1072577371085113,4,6
scale:4,scale,sparse_fast,10000,1729,6666,caliber,0.3856,0.09159999999999999,0.743275,1.1651976872498495,5,6
scale:5,scale,sparse_fast,100000,1729,33333,caliber,4.9967500000000005,2.7632000000000003,6.4407,1.106248293328913,6,6
scale:5,scale,sparse_fast,100000,1729,66666,caliber,4.98165,4.239075,8.952075,1.1001533875811997,6,6
scale:6,scale,sparse_fast,1000000,1729,333333,caliber,42.7522,23.780725,80.2981,1.0594011435082398,5,6
scale:6,scale,sparse_fast,1000000,1729,666666,caliber,51.0851,37.386449999999996,64.045,1.070302977183327,6,6
scale:7,scale,sparse_fast,10000,2026,3333,caliber,0.28335,0.118925,0.34855,1.1102911140824225,6,6
scale:7,scale,sparse_fast,10000,2026,6666,caliber,0.2955,0.21292499999999998,0.396675,1.1227061582584676,6,6
scale:8,scale,sparse_fast,100000,2026,33333,caliber,2.33235,2.118575,4.15825,1.0504114925756571,6,6
scale:8,scale,sparse_fast,100000,2026,66666,caliber,1.90725,1.6209500000000001,2.955325,1.0468698246854142,6,6
scale:9,scale,sparse_fast,1000000,2026,333333,caliber,-52.7062,-91.257425,7.978275,0.9380378341989738,2,6
scale:9,scale,sparse_fast,1000000,2026,666666,caliber,6.411250000000001,-42.312975,55.129325,1.010823878425506,3,6
core:1,core,sparse,1000,42,333,degree4,-0.0269,-0.0366,0.015825000000000002,0.8921358032591248,4,12
core:1,core,sparse,1000,42,666,degree4,-0.0413,-0.062975,-0.0271,0.8515018083500123,0,12
core:10,core,dense,2000,42,666,degree4,0.3936,0.229525,0.8713000000000001,1.2072957647330016,10,12
core:10,core,dense,2000,42,1333,degree4,0.36435,0.12204999999999999,0.7441,1.164761710586013,10,12
core:11,core,dense,5000,42,1666,degree4,1.5204,1.22855,2.0623,1.161263709671211,12,12
core:11,core,dense,5000,42,3333,degree4,2.0995999999999997,1.746875,2.555775,1.2334515551504537,12,12
core:12,core,grid,1000,42,333,degree4,-0.048850000000000005,-0.054974999999999996,-0.0431,0.7230810246460644,1,12
core:12,core,grid,1000,42,666,degree4,-0.0509,-0.060475,-0.042025,0.7062295736415296,0,12
core:13,core,grid,2000,42,666,degree4,-0.09225,-0.135325,-0.07819999999999999,0.7377653925022346,0,12
core:13,core,grid,2000,42,1333,degree4,-0.0742,-0.10214999999999999,-0.02505,0.7761625186498191,1,12
core:14,core,grid,5000,42,1666,degree4,-0.2569,-0.3246,-0.21935,0.7219511475250857,0,12
core:14,core,grid,5000,42,3333,degree4,-0.23335,-0.2549,-0.156925,0.7483112091808237,1,12
core:15,core,grid,10000,42,3333,degree4,-0.5083,-0.6077,-0.4478,0.7385749393547993,0,12
core:15,core,grid,10000,42,6666,degree4,-0.46919999999999995,-0.505,-0.38897499999999996,0.7534317948027887,1,12
core:16,core,roadlike,1000,42,333,degree4,-0.00985,-0.01405,-0.0049499999999999995,0.9330957669998765,2,12
core:16,core,roadlike,1000,42,666,degree4,-0.00285,-0.0074,0.0,0.9778621454822828,3,12
core:17,core,roadlike,2000,42,666,degree4,-0.014450000000000001,-0.02265,-0.004625,0.9484042675100843,3,12
core:17,core,roadlike,2000,42,1333,degree4,-0.01765,-0.044475,-0.0036249999999999998,0.9388536895904612,3,12
core:18,core,roadlike,5000,42,1666,degree4,-0.12090000000000001,-0.242475,-0.047325,0.8586742113120075,2,12
core:18,core,roadlike,5000,42,3333,degree4,-0.07015,-0.130725,0.011025,0.9218200996724755,4,12
core:19,core,sparse,1000,1729,333,degree4,-0.0286,-0.0364,-0.021124999999999998,0.8691691462577249,2,12
core:19,core,sparse,1000,1729,666,degree4,-0.03345,-0.041075,-0.028624999999999998,0.8402505808289554,1,12
core:2,core,sparse,2000,42,666,degree4,-0.077,-0.09559999999999999,-0.063525,0.8608800544777355,1,12
core:2,core,sparse,2000,42,1333,degree4,-0.07794999999999999,-0.10187500000000001,-0.06945000000000001,0.847127168781893,0,12
core:20,core,sparse,2000,1729,666,degree4,-0.08415,-0.138925,-0.0644,0.821998105461152,1,12
core:20,core,sparse,2000,1729,1333,degree4,-0.0703,-0.1067,-0.046225,0.8478449133522837,1,12
core:21,core,sparse,5000,1729,1666,degree4,-0.24785000000000001,-0.32430000000000003,-0.19955,0.8054656836734893,1,12
core:21,core,sparse,5000,1729,3333,degree4,-0.1881,-0.22625,-0.11662499999999999,0.8515701602035364,1,12
core:22,core,sparse,10000,1729,3333,degree4,-0.40325,-0.499475,-0.368325,0.8535849318514273,0,12
core:22,core,sparse,10000,1729,6666,degree4,-0.36945,-0.514325,-0.11865,0.8709074158571535,2,12
core:23,core,clustered,1000,1729,333,degree4,-0.0039,-0.00895,0.011675000000000001,0.9886244730873354,5,12
core:23,core,clustered,1000,1729,666,degree4,0.017800000000000003,-0.004975,0.026799999999999997,1.0548062705893908,8,12
core:24,core,clustered,2000,1729,666,degree4,0.00655,-0.015525,0.0215,1.0081102303442178,7,12
core:24,core,clustered,2000,1729,1333,degree4,0.0094,-0.006675,0.033825,1.0118780969998633,7,12
core:25,core,clustered,5000,1729,1666,degree4,0.14429999999999998,0.0296,0.650025,1.0552088789081808,9,12
core:25,core,clustered,5000,1729,3333,degree4,-0.010450000000000001,-0.102675,0.070875,0.9960498196355672,6,12
core:26,core,clustered,10000,1729,3333,degree4,0.1765,0.0056749999999999995,0.578225,1.0223254888063902,9,12
core:26,core,clustered,10000,1729,6666,degree4,0.3467,-0.022324999999999998,0.637825,1.0446936867863506,8,12
core:27,core,dense,1000,1729,333,degree4,0.00405,-0.0752,0.071025,1.0054756584371674,6,12
core:27,core,dense,1000,1729,666,degree4,0.08725,0.04105,0.103075,1.1272226261707328,9,12
core:28,core,dense,2000,1729,666,degree4,0.1832,0.018250000000000002,0.400625,1.0816991947207883,9,12
core:28,core,dense,2000,1729,1333,degree4,0.17665,0.079075,0.38642499999999996,1.0689739966100593,11,12
core:29,core,dense,5000,1729,1666,degree4,1.597,1.23455,1.7472750000000001,1.224024912833133,12,12
core:29,core,dense,5000,1729,3333,degree4,1.33165,1.030575,1.7344499999999998,1.1855917398394418,12,12
core:3,core,sparse,5000,42,1666,degree4,-0.23715000000000003,-0.401325,-0.186575,0.8433761265433849,0,12
core:3,core,sparse,5000,42,3333,degree4,-0.24995,-0.3361,-0.138525,0.8074149589859514,1,12
core:30,core,grid,1000,1729,333,degree4,-0.037099999999999994,-0.038575,-0.034675,0.7222827365943856,0,12
core:30,core,grid,1000,1729,666,degree4,-0.02985,-0.035175,-0.027825,0.7634279155663715,0,12
core:31,core,grid,2000,1729,666,degree4,-0.05975,-0.06847500000000001,-0.05735,0.7747406670851014,0,12
core:31,core,grid,2000,1729,1333,degree4,-0.07050000000000001,-0.0732,-0.058975,0.7420204304830134,0,12
core:32,core,grid,5000,1729,1666,degree4,-0.19935,-0.206875,-0.19135,0.7349049186963392,0,12
core:32,core,grid,5000,1729,3333,degree4,-0.18895,-0.1928,-0.1807,0.7452832572172675,0,12
core:33,core,grid,10000,1729,3333,degree4,-0.35565,-0.48017499999999996,-0.295425,0.7607092355524113,1,12
core:33,core,grid,10000,1729,6666,degree4,-0.42884999999999995,-0.45285000000000003,-0.411225,0.7343642627366964,0,12
core:34,core,roadlike,1000,1729,333,degree4,-0.0029500000000000004,-0.0078,-0.0007999999999999999,0.9730078615037216,3,12
core:34,core,roadlike,1000,1729,666,degree4,-0.00115,-0.0043,0.0009750000000000001,0.9896329447517747,4,12
core:35,core,roadlike,2000,1729,666,degree4,-0.0135,-0.026099999999999998,-0.009425,0.9406593406593406,1,12
