family,seed,source,rate,arm,null_seed,admitted,potential_work,pushes,pops,comparisons,scouts,scout_scans,scout_yield,field_ns
sparse,42,333,0.05,vertex_permutation,68,228,1031,1406,1406,23291,53,224,111,31715000
sparse,42,666,0.05,vertex_permutation,68,228,1031,1405,1405,23364,53,241,126,31715000
sparse,42,333,0.05,weight_permutation,68,228,1306,1420,1420,23690,61,335,150,31715000
sparse,42,666,0.05,weight_permutation,68,228,1306,1425,1425,23860,55,312,139,31715000
sparse,42,333,0.1,vertex_permutation,68,457,2135,1456,1456,24534,106,496,237,31715000
sparse,42,666,0.1,vertex_permutation,68,457,2135,1435,1435,24060,96,427,214,31715000
sparse,42,333,0.1,weight_permutation,68,457,2583,1450,1450,24384,99,561,250,31715000
sparse,42,666,0.1,weight_permutation,68,457,2583,1454,1454,24621,95,533,219,31715000
sparse,42,333,0.25,vertex_permutation,68,1142,5298,1542,1542,26502,222,1031,467,31715000
sparse,42,666,0.25,vertex_permutation,68,1142,5298,1493,1493,25462,200,920,414,31715000
sparse,42,333,0.25,weight_permutation,68,1142,6405,1548,1548,26607,207,1157,489,31715000
sparse,42,666,0.25,weight_permutation,68,1142,6405,1553,1553,26685,214,1190,482,31715000
sparse,42,333,0.5,vertex_permutation,68,2285,10656,1620,1620,28270,382,1747,729,31715000
sparse,42,666,0.5,vertex_permutation,68,2285,10656,1592,1592,27685,373,1716,664,31715000
sparse,42,333,0.5,weight_permutation,68,2285,12470,1582,1582,27451,346,1928,748,31715000
sparse,42,666,0.5,weight_permutation,68,2285,12470,1617,1617,28229,352,1894,749,31715000
sparse,42,333,0.05,vertex_permutation,69,228,1039,1417,1417,23536,55,246,104,31715000
sparse,42,666,0.05,vertex_permutation,69,228,1039,1442,1442,24122,61,294,142,31715000
sparse,42,333,0.05,weight_permutation,69,228,1356,1436,1436,24052,54,304,148,31715000
sparse,42,666,0.05,weight_permutation,69,228,1356,1456,1456,24432,50,288,167,31715000
sparse,42,333,0.1,vertex_permutation,69,457,2166,1466,1466,24678,106,484,203,31715000
sparse,42,666,0.1,vertex_permutation,69,457,2166,1466,1466,24768,109,522,232,31715000
sparse,42,333,0.1,weight_permutation,69,457,2616,1472,1472,24794,103,558,243,31715000
sparse,42,666,0.1,weight_permutation,69,457,2616,1473,1473,24919,95,537,288,31715000
sparse,42,333,0.25,vertex_permutation,69,1142,5201,1538,1538,26341,221,967,392,31715000
sparse,42,666,0.25,vertex_permutation,69,1142,5201,1520,1520,25905,225,1001,435,31715000
sparse,42,333,0.25,weight_permutation,69,1142,6489,1551,1551,26718,196,1077,483,31715000
sparse,42,666,0.25,weight_permutation,69,1142,6489,1566,1566,27165,204,1128,523,31715000
sparse,42,333,0.5,vertex_permutation,69,2285,10371,1634,1634,28452,387,1694,684,31715000
sparse,42,666,0.5,vertex_permutation,69,2285,10371,1591,1591,27611,381,1728,682,31715000
sparse,42,333,0.5,weight_permutation,69,2285,12646,1647,1647,28813,347,1879,778,31715000
sparse,42,666,0.5,weight_permutation,69,2285,12646,1603,1603,27934,346,1922,773,31715000
sparse,42,333,0.05,vertex_permutation,70,228,1033,1412,1412,23494,50,210,111,31715000
sparse,42,666,0.05,vertex_permutation,70,228,1033,1409,1409,23438,60,260,112,31715000
sparse,42,333,0.05,weight_permutation,70,228,1345,1436,1436,24021,50,297,130,31715000
sparse,42,666,0.05,weight_permutation,70,228,1345,1442,1442,24106,51,306,104,31715000
sparse,42,333,0.1,vertex_permutation,70,457,2055,1447,1447,24387,88,392,185,31715000
sparse,42,666,0.1,vertex_permutation,70,457,2055,1431,1431,24025,101,462,201,31715000
sparse,42,333,0.1,weight_permutation,70,457,2686,1461,1461,24605,91,522,206,31715000
sparse,42,666,0.1,weight_permutation,70,457,2686,1478,1478,24942,104,602,239,31715000
sparse,42,333,0.25,vertex_permutation,70,1142,5263,1520,1520,26008,215,972,412,31715000
sparse,42,666,0.25,vertex_permutation,70,1142,5263,1536,1536,26455,232,1092,472,31715000
sparse,42,333,0.25,weight_permutation,70,1142,6491,1577,1577,27130,226,1222,504,31715000
sparse,42,666,0.25,weight_permutation,70,1142,6491,1537,1537,26374,228,1258,465,31715000
sparse,42,333,0.5,vertex_permutation,70,2285,10471,1552,1552,26705,363,1621,647,31715000
sparse,42,666,0.5,vertex_permutation,70,2285,10471,1602,1602,27866,376,1704,717,31715000
sparse,42,333,0.5,weight_permutation,70,2285,12659,1669,1669,29230,364,1995,790,31715000
sparse,42,666,0.5,weight_permutation,70,2285,12659,1610,1610,28032,354,1958,753,31715000
sparse,42,333,0.05,vertex_permutation,71,228,1076,1404,1404,23290,47,203,96,31715000
sparse,42,666,0.05,vertex_permutation,71,228,1076,1420,1420,23682,60,290,125,31715000
sparse,42,333,0.05,weight_permutation,71,228,1311,1425,1425,23806,58,315,188,31715000
sparse,42,666,0.05,weight_permutation,71,228,1311,1415,1415,23458,55,302,136,31715000
sparse,42,333,0.1,vertex_permutation,71,457,2248,1436,1436,24149,100,455,189,31715000
sparse,42,666,0.1,vertex_permutation,71,457,2248,1434,1434,24036,98,482,204,31715000
sparse,42,333,0.1,weight_permutation,71,457,2647,1476,1476,25006,98,544,295,31715000
sparse,42,666,0.1,weight_permutation,71,457,2647,1465,1465,24685,103,581,259,31715000
sparse,42,333,0.25,vertex_permutation,71,1142,5404,1530,1530,26268,223,1040,428,31715000
sparse,42,666,0.25,vertex_permutation,71,1142,5404,1500,1500,25589,222,1009,420,31715000
sparse,42,333,0.25,weight_permutation,71,1142,6345,1515,1515,25857,201,1093,504,31715000
sparse,42,666,0.25,weight_permutation,71,1142,6345,1529,1529,26293,212,1162,468,31715000
sparse,42,333,0.5,vertex_permutation,71,2285,10531,1555,1555,26913,371,1729,671,31715000
sparse,42,666,0.5,vertex_permutation,71,2285,10531,1584,1584,27431,385,1716,655,31715000
sparse,42,333,0.5,weight_permutation,71,2285,12323,1593,1593,27740,333,1819,794,31715000
sparse,42,666,0.5,weight_permutation,71,2285,12323,1622,1622,28334,355,1890,781,31715000
sparse,42,333,0.05,vertex_permutation,72,228,1070,1410,1410,23367,49,242,122,31715000
sparse,42,666,0.05,vertex_permutation,72,228,1070,1437,1437,24013,55,251,119,31715000
sparse,42,333,0.05,weight_permutation,72,228,1298,1451,1451,24257,52,295,144,31715000
sparse,42,666,0.05,weight_permutation,72,228,1298,1427,1427,23727,48,281,108,31715000
sparse,42,333,0.1,vertex_permutation,72,457,2172,1449,1449,24265,100,440,211,31715000
sparse,42,666,0.1,vertex_permutation,72,457,2172,1466,1466,24649,102,429,192,31715000
sparse,42,333,0.1,weight_permutation,72,457,2669,1502,1502,25429,103,583,290,31715000
sparse,42,666,0.1,weight_permutation,72,457,2669,1496,1496,25356,100,596,250,31715000
sparse,42,333,0.25,vertex_permutation,72,1142,5265,1519,1519,26029,218,965,439,31715000
sparse,42,666,0.25,vertex_permutation,72,1142,5265,1546,1546,26551,231,983,435,31715000
sparse,42,333,0.25,weight_permutation,72,1142,6460,1535,1535,26244,194,1118,506,31715000
sparse,42,666,0.25,weight_permutation,72,1142,6460,1526,1526,26136,211,1202,467,31715000
sparse,42,333,0.5,vertex_permutation,72,2285,10470,1607,1607,28028,375,1721,732,31715000
sparse,42,666,0.5,vertex_permutation,72,2285,10470,1601,1601,27786,403,1799,680,31715000
sparse,42,333,0.5,weight_permutation,72,2285,12542,1635,1635,28547,348,1899,810,31715000
sparse,42,666,0.5,weight_permutation,72,2285,12542,1573,1573,27163,354,1953,718,31715000
sparse,42,333,0.05,vertex_permutation,73,228,1086,1433,1433,23986,60,297,129,31715000
sparse,42,666,0.05,vertex_permutation,73,228,1086,1410,1410,23498,52,228,94,31715000
sparse,42,333,0.05,weight_permutation,73,228,1195,1428,1428,23767,60,311,134,31715000
sparse,42,666,0.05,weight_permutation,73,228,1195,1423,1423,23727,56,310,133,31715000
sparse,42,333,0.1,vertex_permutation,73,457,2118,1457,1457,24531,105,482,203,31715000
sparse,42,666,0.1,vertex_permutation,73,457,2118,1422,1422,23782,92,399,164,31715000
sparse,42,333,0.1,weight_permutation,73,457,2483,1459,1459,24662,96,523,249,31715000
sparse,42,666,0.1,weight_permutation,73,457,2483,1463,1463,24622,105,586,246,31715000
sparse,42,333,0.25,vertex_permutation,73,1142,5274,1560,1560,26854,222,1069,477,31715000
sparse,42,666,0.25,vertex_permutation,73,1142,5274,1524,1524,26131,218,982,387,31715000
sparse,42,333,0.25,weight_permutation,73,1142,6335,1533,1533,26278,199,1110,491,31715000
sparse,42,666,0.25,weight_permutation,73,1142,6335,1512,1512,25896,191,1102,477,31715000
sparse,42,333,0.5,vertex_permutation,73,2285,10597,1661,1661,29103,382,1855,763,31715000
sparse,42,666,0.5,vertex_permutation,73,2285,10597,1599,1599,27923,366,1717,693,31715000
sparse,42,333,0.5,weight_permutation,73,2285,12406,1667,1667,29184,355,1955,823,31715000
sparse,42,666,0.5,weight_permutation,73,2285,12406,1609,1609,27990,351,1909,777,31715000
sparse,42,333,0.05,vertex_permutation,74,228,1002,1412,1412,23413,53,219,104,31715000
sparse,42,666,0.05,vertex_permutation,74,228,1002,1414,1414,23552,57,240,115,31715000
sparse,42,333,0.05,weight_permutation,74,228,1318,1450,1450,24251,64,357,179,31715000
sparse,42,666,0.05,weight_permutation,74,228,1318,1436,1436,24069,54,300,157,31715000
sparse,42,333,0.1,vertex_permutation,74,457,2063,1450,1450,24423,98,434,200,31715000
sparse,42,666,0.1,vertex_permutation,74,457,2063,1437,1437,24100,105,453,183,31715000
sparse,42,333,0.1,weight_permutation,74,457,2624,1462,1462,24672,98,549,275,31715000
sparse,42,666,0.1,weight_permutation,74,457,2624,1471,1471,24912,98,525,247,31715000
sparse,42,333,0.25,vertex_permutation,74,1142,5377,1535,1535,26337,225,1078,456,31715000
sparse,42,666,0.25,vertex_permutation,74,1142,5377,1524,1524,26147,232,1082,475,31715000
sparse,42,333,0.25,weight_permutation,74,1142,6401,1554,1554,26801,213,1202,538,31715000
sparse,42,666,0.25,weight_permutation,74,1142,6401,1550,1550,26692,206,1111,486,31715000
sparse,42,333,0.5,vertex_permutation,74,2285,10438,1568,1568,27049,383,1690,655,31715000
sparse,42,666,0.5,vertex_permutation,74,2285,10438,1602,1602,27832,392,1749,698,31715000
sparse,42,333,0.5,weight_permutation,74,2285,12568,1624,1624,28312,350,1916,801,31715000
sparse,42,666,0.5,weight_permutation,74,2285,12568,1659,1659,28941,368,2005,775,31715000
sparse,42,333,0.05,vertex_permutation,75,228,1088,1428,1428,23795,48,232,114,31715000
sparse,42,666,0.05,vertex_permutation,75,228,1088,1412,1412,23528,55,234,106,31715000
sparse,42,333,0.05,weight_permutation,75,228,1261,1439,1439,24023,61,340,145,31715000
sparse,42,666,0.05,weight_permutation,75,228,1261,1450,1450,24390,63,347,194,31715000
sparse,42,333,0.1,vertex_permutation,75,457,2176,1464,1464,24516,92,425,192,31715000
sparse,42,666,0.1,vertex_permutation,75,457,2176,1437,1437,24100,96,429,199,31715000
sparse,42,333,0.1,weight_permutation,75,457,2568,1514,1514,25728,112,627,278,31715000
sparse,42,666,0.1,weight_permutation,75,457,2568,1480,1480,25157,107,597,268,31715000
sparse,42,333,0.25,vertex_permutation,75,1142,5238,1541,1541,26395,211,953,398,31715000
sparse,42,666,0.25,vertex_permutation,75,1142,5238,1506,1506,25655,209,938,406,31715000
sparse,42,333,0.25,weight_permutation,75,1142,6319,1552,1552,26636,214,1165,508,31715000
sparse,42,666,0.25,weight_permutation,75,1142,6319,1553,1553,26793,217,1202,466,31715000
sparse,42,333,0.5,vertex_permutation,75,2285,10481,1600,1600,27718,360,1641,644,31715000
sparse,42,666,0.5,vertex_permutation,75,2285,10481,1597,1597,27618,372,1741,669,31715000
sparse,42,333,0.5,weight_permutation,75,2285,12436,1667,1667,29305,377,2015,794,31715000
sparse,42,666,0.5,weight_permutation,75,2285,12436,1613,1613,27983,356,1915,741,31715000
sparse,42,333,0.05,vertex_permutation,76,228,1044,1425,1425,23790,57,260,130,31715000
sparse,42,666,0.05,vertex_permutation,76,228,1044,1416,1416,23527,52,220,107,31715000
sparse,42,333,0.05,weight_permutation,76,228,1303,1432,1432,23843,61,344,153,31715000
sparse,42,666,0.05,weight_permutation,76,228,1303,1413,1413,23529,54,309,140,31715000
sparse,42,333,0.1,vertex_permutation,76,457,2161,1459,1459,24528,104,474,216,31715000
sparse,42,666,0.1,vertex_permutation,76,457,2161,1465,1465,24591,106,483,210,31715000
sparse,42,333,0.1,weight_permutation,76,457,2634,1463,1463,24606,101,562,244,31715000
sparse,42,666,0.1,weight_permutation,76,457,2634,1436,1436,24003,87,485,232,31715000
sparse,42,333,0.25,vertex_permutation,76,1142,5223,1553,1553,26835,212,992,439,31715000
sparse,42,666,0.25,vertex_permutation,76,1142,5223,1529,1529,26203,219,982,429,31715000
sparse,42,333,0.25,weight_permutation,76,1142,6458,1553,1553,26646,195,1091,526,31715000
sparse,42,666,0.25,weight_permutation,76,1142,6458,1518,1518,25866,204,1184,464,31715000
sparse,42,333,0.5,vertex_permutation,76,2285,10653,1626,1626,28415,367,1700,713,31715000
sparse,42,666,0.5,vertex_permutation,76,2285,10653,1595,1595,27568,373,1730,706,31715000
sparse,42,333,0.5,weight_permutation,76,2285,12442,1622,1622,28320,342,1860,792,31715000
sparse,42,666,0.5,weight_permutation,76,2285,12442,1584,1584,27398,347,1858,728,31715000
sparse,42,333,0.05,vertex_permutation,77,228,1032,1417,1417,23496,52,246,102,31715000
sparse,42,666,0.05,vertex_permutation,77,228,1032,1417,1417,23668,64,275,129,31715000
sparse,42,333,0.05,weight_permutation,77,228,1322,1446,1446,24199,57,330,140,31715000
sparse,42,666,0.05,weight_permutation,77,228,1322,1428,1428,23830,54,277,141,31715000
sparse,42,333,0.1,vertex_permutation,77,457,2066,1457,1457,24529,95,469,200,31715000
sparse,42,666,0.1,vertex_permutation,77,457,2066,1441,1441,24171,104,448,208,31715000
sparse,42,333,0.1,weight_permutation,77,457,2585,1469,1469,24840,97,552,252,31715000
sparse,42,666,0.1,weight_permutation,77,457,2585,1463,1463,24585,94,512,267,31715000
sparse,42,333,0.25,vertex_permutation,77,1142,5118,1532,1532,26155,231,1055,421,31715000
sparse,42,666,0.25,vertex_permutation,77,1142,5118,1508,1508,25750,212,947,411,31715000
sparse,42,333,0.25,weight_permutation,77,1142,6401,1565,1565,27012,219,1210,497,31715000
sparse,42,666,0.25,weight_permutation,77,1142,6401,1510,1510,25814,206,1119,459,31715000
sparse,42,333,0.5,vertex_permutation,77,2285,10274,1559,1559,26987,378,1687,681,31715000
sparse,42,666,0.5,vertex_permutation,77,2285,10274,1569,1569,27133,392,1707,700,31715000
sparse,42,333,0.5,weight_permutation,77,2285,12303,1650,1650,28830,371,1985,805,31715000
sparse,42,666,0.5,weight_permutation,77,2285,12303,1583,1583,27497,366,1882,738,31715000
sparse,42,333,0.05,vertex_permutation,78,228,1065,1426,1426,23746,47,247,129,31715000
sparse,42,666,0.05,vertex_permutation,78,228,1065,1419,1419,23625,55,251,120,31715000
sparse,42,333,0.05,weight_permutation,78,228,1267,1449,1449,24301,54,298,157,31715000
sparse,42,666,0.05,weight_permutation,78,228,1267,1407,1407,23403,49,280,138,31715000
sparse,42,333,0.1,vertex_permutation,78,457,2058,1474,1474,24900,93,448,232,31715000
sparse,42,666,0.1,vertex_permutation,78,457,2058,1456,1456,24568,97,416,206,31715000
sparse,42,333,0.1,weight_permutation,78,457,2578,1493,1493,25380,101,571,255,31715000
sparse,42,666,0.1,weight_permutation,78,457,2578,1459,1459,24560,91,507,251,31715000
sparse,42,333,0.25,vertex_permutation,78,1142,5061,1530,1530,26239,228,973,425,31715000
sparse,42,666,0.25,vertex_permutation,78,1142,5061,1482,1482,25212,197,838,376,31715000
sparse,42,333,0.25,weight_permutation,78,1142,6366,1584,1584,27375,215,1170,520,31715000
sparse,42,666,0.25,weight_permutation,78,1142,6366,1546,1546,26560,207,1149,494,31715000
sparse,42,333,0.5,vertex_permutation,78,2285,10278,1602,1602,27756,385,1715,687,31715000
sparse,42,666,0.5,vertex_permutation,78,2285,10278,1572,1572,27145,390,1733,647,31715000
sparse,42,333,0.5,weight_permutation,78,2285,12438,1658,1658,28963,356,1902,761,31715000
sparse,42,666,0.5,weight_permutation,78,2285,12438,1565,1565,27071,343,1879,738,31715000
sparse,42,333,0.05,vertex_permutation,79,228,969,1433,1433,23956,49,223,117,31715000
sparse,42,666,0.05,vertex_permutation,79,228,969,1409,1409,23401,43,198,89,31715000
sparse,42,333,0.05,weight_permutation,79,228,1276,1433,1433,23915,53,289,131,31715000
sparse,42,666,0.05,weight_permutation,79,228,1276,1402,1402,23218,42,214,92,31715000
sparse,42,333,0.1,vertex_permutation,79,457,1984,1471,1471,24833,103,435,207,31715000
sparse,42,666,0.1,vertex_permutation,79,457,1984,1425,1425,23848,94,398,162,31715000
sparse,42,333,0.1,weight_permutation,79,457,2544,1474,1474,24896,96,536,250,31715000
sparse,42,666,0.1,weight_permutation,79,457,2544,1462,1462,24715,95,507,224,31715000
sparse,42,333,0.25,vertex_permutation,79,1142,5026,1499,1499,25565,224,923,387,31715000
sparse,42,666,0.25,vertex_permutation,79,1142,5026,1510,1510,25720,225,951,391,31715000
sparse,42,333,0.25,weight_permutation,79,1142,6346,1561,1561,26909,208,1120,475,31715000
sparse,42,666,0.25,weight_permutation,79,1142,6346,1551,1551,26749,213,1144,512,31715000
sparse,42,333,0.5,vertex_permutation,79,2285,10126,1597,1597,27719,385,1604,660,31715000
sparse,42,666,0.5,vertex_permutation,79,2285,10126,1559,1559,26981,381,1647,659,31715000
sparse,42,333,0.5,weight_permutation,79,2285,12437,1635,1635,28463,359,1921,786,31715000
sparse,42,666,0.5,weight_permutation,79,2285,12437,1595,1595,27662,363,1953,742,31715000
sparse,42,333,0.05,vertex_permutation,80,228,1006,1419,1419,23703,56,252,116,31715000
sparse,42,666,0.05,vertex_permutation,80,228,1006,1406,1406,23360,52,218,96,31715000
sparse,42,333,0.05,weight_permutation,80,228,1326,1426,1426,23873,55,330,151,31715000
sparse,42,666,0.05,weight_permutation,80,228,1326,1440,1440,24064,58,319,132,31715000
sparse,42,333,0.1,vertex_permutation,80,457,2010,1465,1465,24761,115,489,231,31715000
sparse,42,666,0.1,vertex_permutation,80,457,2010,1445,1445,24205,103,475,209,31715000
sparse,42,333,0.1,weight_permutation,80,457,2606,1448,1448,24470,95,547,237,31715000
sparse,42,666,0.1,weight_permutation,80,457,2606,1476,1476,24886,103,566,241,31715000
sparse,42,333,0.25,vertex_permutation,80,1142,5159,1529,1529,26261,211,984,450,31715000
sparse,42,666,0.25,vertex_permutation,80,1142,5159,1489,1489,25286,218,988,418,31715000
sparse,42,333,0.25,weight_permutation,80,1142,6494,1525,1525,26217,197,1169,479,31715000
sparse,42,666,0.25,weight_permutation,80,1142,6494,1544,1544,26676,204,1111,462,31715000
sparse,42,333,0.5,vertex_permutation,80,2285,10527,1632,1632,28356,362,1706,722,31715000
sparse,42,666,0.5,vertex_permutation,80,2285,10527,1590,1590,27613,376,1736,686,31715000
sparse,42,333,0.5,weight_permutation,80,2285,12591,1635,1635,28589,345,1919,793,31715000
sparse,42,666,0.5,weight_permutation,80,2285,12591,1610,1610,28001,356,1944,738,31715000
sparse,42,333,0.05,vertex_permutation,81,228,1114,1422,1422,23689,50,254,104,31715000
sparse,42,666,0.05,vertex_permutation,81,228,1114,1418,1418,23670,50,242,107,31715000
sparse,42,333,0.05,weight_permutation,81,228,1373,1437,1437,24070,48,278,132,31715000
sparse,42,666,0.05,weight_permutation,81,228,1373,1421,1421,23666,45,277,142,31715000
sparse,42,333,0.1,vertex_permutation,81,457,2282,1477,1477,24922,95,478,217,31715000
sparse,42,666,0.1,vertex_permutation,81,457,2282,1438,1438,24106,95,474,199,31715000
sparse,42,333,0.1,weight_permutation,81,457,2679,1469,1469,24828,92,509,246,31715000
sparse,42,666,0.1,weight_permutation,81,457,2679,1448,1448,24356,89,508,240,31715000
sparse,42,333,0.25,vertex_permutation,81,1142,5244,1544,1544,26463,209,1007,438,31715000
sparse,42,666,0.25,vertex_permutation,81,1142,5244,1508,1508,25814,201,961,406,31715000
sparse,42,333,0.25,weight_permutation,81,1142,6516,1568,1568,27035,218,1192,483,31715000
sparse,42,666,0.25,weight_permutation,81,1142,6516,1511,1511,25840,190,1057,470,31715000
sparse,42,333,0.5,vertex_permutation,81,2285,10692,1608,1608,27938,366,1673,697,31715000
sparse,42,666,0.5,vertex_permutation,81,2285,10692,1609,1609,27946,366,1708,702,31715000
sparse,42,333,0.5,weight_permutation,81,2285,12778,1648,1648,28844,359,1967,827,31715000
sparse,42,666,0.5,weight_permutation,81,2285,12778,1612,1612,28019,371,2049,771,31715000
sparse,42,333,0.05,vertex_permutation,82,228,983,1420,1420,23646,61,261,118,31715000
sparse,42,666,0.05,vertex_permutation,82,228,983,1431,1431,23877,65,267,120,31715000
sparse,42,333,0.05,weight_permutation,82,228,1298,1432,1432,23889,48,298,167,31715000
sparse,42,666,0.05,weight_permutation,82,228,1298,1417,1417,23585,44,260,118,31715000
sparse,42,333,0.1,vertex_permutation,82,457,1984,1439,1439,24228,115,484,207,31715000
sparse,42,666,0.1,vertex_permutation,82,457,1984,1446,1446,24254,106,462,205,31715000
sparse,42,333,0.1,weight_permutation,82,457,2572,1451,1451,24320,96,576,268,31715000
sparse,42,666,0.1,weight_permutation,82,457,2572,1437,1437,24095,91,528,225,31715000
sparse,42,333,0.25,vertex_permutation,82,1142,5052,1515,1515,25820,217,953,389,31715000
sparse,42,666,0.25,vertex_permutation,82,1142,5052,1525,1525,26223,231,1015,426,31715000
sparse,42,333,0.25,weight_permutation,82,1142,6411,1504,1504,25700,218,1239,501,31715000
sparse,42,666,0.25,weight_permutation,82,1142,6411,1561,1561,26904,217,1206,497,31715000
sparse,42,333,0.5,vertex_permutation,82,2285,10375,1583,1583,27480,373,1633,630,31715000
sparse,42,666,0.5,vertex_permutation,82,2285,10375,1579,1579,27385,373,1683,679,31715000
sparse,42,333,0.5,weight_permutation,82,2285,12434,1546,1546,26639,335,1818,737,31715000
sparse,42,666,0.5,weight_permutation,82,2285,12434,1603,1603,27849,352,1920,756,31715000
sparse,42,333,0.05,vertex_permutation,83,228,1065,1421,1421,23616,55,272,128,31715000
sparse,42,666,0.05,vertex_permutation,83,228,1065,1407,1407,23348,54,237,89,31715000
sparse,42,333,0.05,weight_permutation,83,228,1364,1446,1446,24270,52,294,148,31715000
sparse,42,666,0.05,weight_permutation,83,228,1364,1430,1430,23953,50,299,152,31715000
sparse,42,333,0.1,vertex_permutation,83,457,2095,1460,1460,24573,99,454,222,31715000
sparse,42,666,0.1,vertex_permutation,83,457,2095,1436,1436,24110,114,470,214,31715000
sparse,42,333,0.1,weight_permutation,83,457,2684,1495,1495,25377,103,578,265,31715000
sparse,42,666,0.1,weight_permutation,83,457,2684,1456,1456,24622,96,538,245,31715000
sparse,42,333,0.25,vertex_permutation,83,1142,5215,1537,1537,26339,219,1022,429,31715000
sparse,42,666,0.25,vertex_permutation,83,1142,5215,1525,1525,26117,236,1054,445,31715000
sparse,42,333,0.25,weight_permutation,83,1142,6493,1587,1587,27269,211,1154,479,31715000
sparse,42,666,0.25,weight_permutation,83,1142,6493,1506,1506,25762,198,1126,468,31715000
sparse,42,333,0.5,vertex_permutation,83,2285,10565,1620,1620,28081,379,1785,695,31715000
sparse,42,666,0.5,vertex_permutation,83,2285,10565,1605,1605,27927,388,1810,682,31715000
sparse,42,333,0.5,weight_permutation,83,2285,12630,1641,1641,28685,346,1925,828,31715000
sparse,42,666,0.5,weight_permutation,83,2285,12630,1593,1593,27702,345,1930,772,31715000
sparse,42,333,0.05,vertex_permutation,84,228,1041,1456,1456,24438,60,293,136,31715000
sparse,42,666,0.05,vertex_permutation,84,228,1041,1396,1396,23205,55,264,103,31715000
sparse,42,333,0.05,weight_permutation,84,228,1296,1411,1411,23499,51,290,121,31715000
sparse,42,666,0.05,weight_permutation,84,228,1296,1422,1422,23667,48,256,112,31715000
sparse,42,333,0.1,vertex_permutation,84,457,2187,1469,1469,24822,104,524,232,31715000
sparse,42,666,0.1,vertex_permutation,84,457,2187,1446,1446,24379,107,522,221,31715000
sparse,42,333,0.1,weight_permutation,84,457,2678,1449,1449,24255,87,510,213,31715000
sparse,42,666,0.1,weight_permutation,84,457,2678,1470,1470,24842,92,525,237,31715000
sparse,42,333,0.25,vertex_permutation,84,1142,5198,1548,1548,26685,221,1025,441,31715000
sparse,42,666,0.25,vertex_permutation,84,1142,5198,1518,1518,25982,231,1010,420,31715000
sparse,42,333,0.25,weight_permutation,84,1142,6488,1530,1530,26233,193,1119,480,31715000
sparse,42,666,0.25,weight_permutation,84,1142,6488,1512,1512,25912,195,1059,441,31715000
sparse,42,333,0.5,vertex_permutation,84,2285,10437,1632,1632,28517,386,1750,730,31715000
sparse,42,666,0.5,vertex_permutation,84,2285,10437,1642,1642,28687,388,1681,712,31715000
sparse,42,333,0.5,weight_permutation,84,2285,12374,1642,1642,28696,351,1913,798,31715000
sparse,42,666,0.5,weight_permutation,84,2285,12374,1602,1602,27916,365,1944,742,31715000
sparse,42,333,0.05,vertex_permutation,85,228,1077,1411,1411,23440,58,245,113,31715000
sparse,42,666,0.05,vertex_permutation,85,228,1077,1419,1419,23600,58,273,121,31715000
sparse,42,333,0.05,weight_permutation,85,228,1263,1428,1428,23763,43,246,111,31715000
sparse,42,666,0.05,weight_permutation,85,228,1263,1417,1417,23643,55,295,130,31715000
sparse,42,333,0.1,vertex_permutation,85,457,2157,1440,1440,24144,99,437,209,31715000
sparse,42,666,0.1,vertex_permutation,85,457,2157,1446,1446,24254,103,461,211,31715000
sparse,42,333,0.1,weight_permutation,85,457,2596,1478,1478,24918,99,573,254,31715000
sparse,42,666,0.1,weight_permutation,85,457,2596,1475,1475,24972,110,628,274,31715000
sparse,42,333,0.25,vertex_permutation,85,1142,5277,1507,1507,25629,221,985,434,31715000
sparse,42,666,0.25,vertex_permutation,85,1142,5277,1510,1510,25751,216,951,437,31715000
sparse,42,333,0.25,weight_permutation,85,1142,6468,1563,1563,26976,202,1171,559,31715000
sparse,42,666,0.25,weight_permutation,85,1142,6468,1515,1515,25921,203,1163,458,31715000
sparse,42,333,0.5,vertex_permutation,85,2285,10551,1571,1571,27112,378,1711,677,31715000
sparse,42,666,0.5,vertex_permutation,85,2285,10551,1602,1602,27822,373,1674,707,31715000
sparse,42,333,0.5,weight_permutation,85,2285,12559,1648,1648,28701,351,1933,807,31715000
sparse,42,666,0.5,weight_permutation,85,2285,12559,1602,1602,27827,350,1935,727,31715000
sparse,42,333,0.05,vertex_permutation,86,228,1022,1417,1417,23569,54,225,102,31715000
sparse,42,666,0.05,vertex_permutation,86,228,1022,1423,1423,23672,52,241,106,31715000
sparse,42,333,0.05,weight_permutation,86,228,1326,1415,1415,23500,47,274,104,31715000
sparse,42,666,0.05,weight_permutation,86,228,1326,1430,1430,23883,51,295,124,31715000
sparse,42,333,0.1,vertex_permutation,86,457,2019,1441,1441,24040,98,402,174,31715000
sparse,42,666,0.1,vertex_permutation,86,457,2019,1460,1460,24565,99,420,193,31715000
sparse,42,333,0.1,weight_permutation,86,457,2643,1461,1461,24665,89,499,212,31715000
sparse,42,666,0.1,weight_permutation,86,457,2643,1458,1458,24608,91,506,231,31715000
sparse,42,333,0.25,vertex_permutation,86,1142,5060,1502,1502,25476,219,980,415,31715000
sparse,42,666,0.25,vertex_permutation,86,1142,5060,1482,1482,25193,217,916,390,31715000
sparse,42,333,0.25,weight_permutation,86,1142,6438,1550,1550,26636,195,1079,443,31715000
sparse,42,666,0.25,weight_permutation,86,1142,6438,1531,1531,26343,194,1110,427,31715000
